"product_id"|"name"|"workcenter_id"|"time_cycle_manual"|"note"
"CMBNETTA3G0500PT-Z2"|"Soporte técnico"|"Área de Soporte técnico"|"0,75"|"Ensamblado equipo industrial"
"CMBNETTA3G5000PT-Z1"|"Montaje"|"Área de Montaje"|"0,34"|"Ensamblado equipo industrial"
"CMBNETTA3G5000PT-Z1"|"Soporte técnico"|"Área de Soporte técnico"|"0,5"|"Ensamblado equipo industrial"
"CMBNETUK32W4G5000PT-Z1"|"Montaje"|"Área de Montaje"|"0,34"|"Ensamblado equipo industrial"
"CMBNETUK32W4G5000PT-Z1"|"Soporte técnico"|"Área de Soporte técnico"|"0,75"|"Ensamblado equipo industrial"
"CMBNETUK32W4G5000PT-Z2"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"CMBNETUK32W4G5000PT-Z2"|"Soporte técnico"|"Área de Soporte técnico"|"0,75"|"Ensamblado equipo industrial"
"CONFIG-SENSOR-BNERGY"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"CONNECTIVITY-ASSISTANCE"|"Soporte técnico"|"Área de Soporte técnico"|"1"|"Servicio de soporte m2m"
"CRDTA3G0250LW-Z1"|"Montaje"|"Área de Montaje"|"0,34"|"Ensamblado equipo industrial"
"CRDTA3G0250LW-Z1"|"Soporte técnico"|"Área de Soporte técnico"|"1"|"Ensamblado equipo industrial"
"CRDTA3G0250LW-Z1"|"Soporte técnico"|"Área de Soporte técnico"|"1"|"Ensamblado equipo industrial"
"CRDTA3G0250LW-Z1"|"Soporte técnico"|"Área de Soporte técnico"|"12"|"Ensamblado equipo industrial"
"CRDTA4G0250LW-Z1"|"Montaje"|"Área de Montaje"|"0,34"|"Ensamblado equipo industrial"
"CRDTA4G0250LW-Z1"|"Soporte técnico"|"Área de Soporte técnico"|"1"|"Ensamblado equipo industrial"
"CRDTA4G0250LW-Z1"|"Soporte técnico"|"Área de Soporte técnico"|"1"|"Ensamblado equipo industrial"
"CRDTA4G0250LW-Z1"|"Soporte técnico"|"Área de Soporte técnico"|"12"|"Ensamblado equipo industrial"
"CRISTAL3+3/01829"|"Reparación"|"Área de Reparación"|"1"|"Reparacion equipo industrial"
"DIAGNOSTIC_EXPRESS"|"Reparación"|"Área de Reparación"|"1"|"Reparacion equipo industrial"
"DMT32240T035_05WN/MNL"|"Soporte técnico"|"Área de Soporte técnico"|"0,015"|"Servicio soporte y gestion sat"
"DRR-PB9185N26R2CF8-1000-TR"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"DRR-PB9185N26R2CF8-1000-TR"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"DRR-PB9185N26R2CF8-450-TR"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"DRR-PB9185N26R2CF8-450-TR"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"HANDLING-INSPECTION"|"Soporte técnico"|"Área de Soporte técnico"|"0,94"|"Servicio soporte y gestion sat"
"INTEGRACION-SMART-TOILETTE"|"Desarrollo"|"Área de Desarrollo"|"50"|"Desarrollo i+d iot"
"MUESTRA-EL-FS50MEAT1-24V"|"Montaje"|"Área de Montaje"|"0,2"|"Ensamblado equipo industrial"
"MUESTRA-EL-FS50MEAT1-24V"|"Verificación"|"Área de Verificación"|"0,2"|"Ensamblado equipo industrial"
"MUESTRA-EL-FS50MEAT2-24V"|"Montaje"|"Área de Montaje"|"0,2"|"Ensamblado equipo industrial"
"MUESTRA-EL-FS50MEAT2-24V"|"Verificación"|"Área de Verificación"|"0,2"|"Ensamblado equipo industrial"
"PA0-R305GBACE828C"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"PA10-A625MH110I3R4S120"|"Montaje"|"Área de Montaje"|"1"|"Ensamblado equipo industrial"
"PA10-A625MH110I3R4S120"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-A6636A2M4S128"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-A6636A2M4S128"|"Verificación"|"Área de Verificación"|"0,25"|"Ensamblado equipo industrial"
"PA10-A6638A2MR8SSD256"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-A6638A2MR8SSD256"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-A6876B2MR2SSD16"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-A6876B2MR2SSD16"|"Verificación"|"Área de Verificación"|"0,5"|"Ensamblado equipo industrial"
"PA10-A6876B2MR4HD160"|"Montaje"|"Área de Montaje"|"1"|"Ensamblado equipo industrial"
"PA10-A6876B2MR4HD160"|"Verificación"|"Área de Verificación"|"0,5"|"Ensamblado equipo industrial"
"PA10-AEC6638A3M120SSD4GB"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-AEC6638A3M120SSD4GB"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-AIS5450A1R2ACF"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"PA10-AIS5450A1R2ACF"|"Verificación"|"Área de Verificación"|"0,25"|"Ensamblado equipo industrial"
"PA10-B6639A1I5R16SSD120"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-B6639A1I5R16SSD120"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-B6639I5R4SSD32GBX2"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-B6639I5R4SSD32GBX2"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-B6639MA1R8SSD240"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-B6639MA1R8SSD240"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-B6639MI7R4SSD240"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-B6639MI7R4SSD240"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PA10-B6640A1I5R4SSD240"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-B6640A1I5R4SSD240"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-B6640A1I5R8SSD120"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-B6640A1I5R8SSD120"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PA10-B6640A1I7R8SSD500"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-B6640A1I7R8SSD500"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PA10-B6640I5R16SSD250"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-B6640I5R16SSD250"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PA10-B6640I7R16SSD250"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-B6640I7R16SSD250"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PA10-B6640I7R16SSD250/R00"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-B6640I7R16SSD250/R00"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PA10-B6839A1I5R8S120"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-B6839A1I5R8S120"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PA10-BOX6404U1900R4SD324G"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"PA10-BOX6404U1900R4SD324G"|"Verificación"|"Área de Verificación"|"0,5"|"Ensamblado equipo industrial"
"PA10-BOX6404U1900R4SD324G/R00"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-BOX6404U1900R4SD324G/R00"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PA10-BOX6615R1SD120G"|"Montaje"|"Área de Montaje"|"1"|"Ensamblado equipo industrial"
"PA10-BOX6615R1SD120G"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-BOX6640A2I5R8S120"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-BOX6640A2I5R8S120"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PA10-BOXE6640I7R8MS128"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-BOXE6640I7R8MS128"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-BOXE6640I7R8MS128/R00"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-BOXE6640I7R8MS128/R00"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-BOXE6640I7R8MS128/R01"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-BOXE6640I7R8MS128/R01"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-BOXE6640I7R8MS128/R02"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-BOXE6640I7R8MS128/R02"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-BOXER6639MA1R4SSD240"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-BOXER6639MA1R4SSD240"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-BOXER6639MA1R4SSD240/R00"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-BOXER6639MA1R4SSD240/R00"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-BOXER6640I7R8S500"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-BOXER6640I7R8S500"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PA10-BX6639A1R8HDD500"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-BX6639A1R8HDD500"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-BX6639A1R8SSD128"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-BX6639A1R8SSD128"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-BX6639A1R8SSD250"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-BX6639A1R8SSD250"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-BX6639A1R8SSD250/R00"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-BX6639A1R8SSD250/R00"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-BX6639I7R8SSD128"|"Montaje"|"Área de Montaje"|"1"|"Ensamblado equipo industrial"
"PA10-BX6639I7R8SSD128"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-E100A63I5R8SSD240"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-E100A63I5R8SSD240"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-E100A63I5R8SSD240/R01"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-E100A63I5R8SSD240/R01"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-E100A63I7R8SSD240"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-E100A63I7R8SSD240"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-E200A63I5R8SSD240"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-E200A63I5R8SSD240"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-E200A63I5R8SSD240/R00"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-E200A63I5R8SSD240/R00"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-E2010MXMI7R16S128"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-E2010MXMI7R16S128"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PA10-H382F3E4300UR2SSD120"|"Montaje"|"Área de Montaje"|"0,15"|"Ensamblado equipo industrial"
"PA10-H382F3E4300UR2SSD120"|"Verificación"|"Área de Verificación"|"0,15"|"Ensamblado equipo industrial"
"PA10-HBJC501I5R4HD"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-HBJC501I5R4HD"|"Verificación"|"Área de Verificación"|"0,5"|"Ensamblado equipo industrial"
"PA10-HTB100I5R8SSD120"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-HTB100I5R8SSD120"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-HTB100I7R8SSD120"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-HTB100I7R8SSD120"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-HTB100I7R8SSD120/R00"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-HTB100I7R8SSD120/R00"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-HTB100I7R8SSD120/R01"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-HTB100I7R8SSD120/R01"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-HTB100I7R8SSD120/R02"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-HTB100I7R8SSD120/R02"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-HTB100I7R8SSD120/R03"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-HTB100I7R8SSD120/R03"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-HTB100I7R8SSD120/R04"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-HTB100I7R8SSD120/R04"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-I330EACIV3R8SSD120"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-I330EACIV3R8SSD120"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-J501F69I5R8SSD120"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-J501F69I5R8SSD120"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-JBC150F59R4SSD120"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-JBC150F59R4SSD120"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-NANO26100R8M2256"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-NANO26100R8M2256"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-P1000I7R16SSD120"|"Montaje"|"Área de Montaje"|"1"|"Ensamblado equipo industrial"
"PA10-P1000I7R16SSD120"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-P1000I7R16SSD120/R00"|"Montaje"|"Área de Montaje"|"1"|"Ensamblado equipo industrial"
"PA10-P1000I7R16SSD120/R00"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-P1000PQ670I3R2/R04"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-P1000PQ670I3R2/R04"|"Verificación"|"Área de Verificación"|"0,5"|"Ensamblado equipo industrial"
"PA10-P1000PQ670I3R2/R05"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-P1000PQ670I3R2/R05"|"Verificación"|"Área de Verificación"|"0,5"|"Ensamblado equipo industrial"
"PA10-PF24H81II5R4SSD480"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-PF24H81II5R4SSD480"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-R1150WSBD525CFL/R00"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-R1150WSBD525CFL/R00"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-R1150WSBD525CFLASH"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-R1150WSBD525CFLASH"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-R220AH61R2GBHD160"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-R220AH61R2GBHD160"|"Verificación"|"Área de Verificación"|"0,5"|"Ensamblado equipo industrial"
"PA10-R220AH61R2GBHD250"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-R220AH61R2GBHD250"|"Verificación"|"Área de Verificación"|"0,5"|"Ensamblado equipo industrial"
"PA10-R220IQ612R2GBHD160"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-R220IQ612R2GBHD160"|"Verificación"|"Área de Verificación"|"0,5"|"Ensamblado equipo industrial"
"PA10-R220IQ612R2GBHD250"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-R220IQ612R2GBHD250"|"Verificación"|"Área de Verificación"|"0,5"|"Ensamblado equipo industrial"
"PA10-R220W9454R4GB160"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-R220W9454R4GB160"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-R220W9454R4GB160/R01"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-R220W9454R4GB160/R01"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-R220W9454R4GB160/R03"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-R220W9454R4GB160/R03"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-R305SPC246XR326TBR4"|"Montaje"|"Área de Montaje"|"2"|"Ensamblado equipo industrial"
"PA10-R305SPC246XR326TBR4"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PA10-R305SPCIEC2062GBR"|"Montaje"|"Área de Montaje"|"1"|"Ensamblado equipo industrial"
"PA10-R305SPCIEC2062GBR"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PA10-R305SPCIEC2260XR32HD3TB"|"Montaje"|"Área de Montaje"|"1,5"|"Ensamblado equipo industrial"
"PA10-R305SPCIEC2260XR32HD3TB"|"Verificación"|"Área de Verificación"|"1,5"|"Ensamblado equipo industrial"
"PA10-R360IH610R4GBHD"|"Montaje"|"Área de Montaje"|"1,25"|"Ensamblado equipo industrial"
"PA10-R360IH610R4GBHD"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-R360IH610R4GBHD320"|"Montaje"|"Área de Montaje"|"1,25"|"Ensamblado equipo industrial"
"PA10-R360IH610R4GBHD320"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-R360IH610R4GBHD320/R00"|"Montaje"|"Área de Montaje"|"1,25"|"Ensamblado equipo industrial"
"PA10-R360IH610R4GBHD320/R00"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-SPC5100I5R16HD1TB"|"Verificación"|"Área de Verificación"|"1,5"|"Verificacion equipo industrial"
"PA10-T610N3R4SSD120"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"PA10-T610N3R4SSD120"|"Verificación"|"Área de Verificación"|"0,25"|"Ensamblado equipo industrial"
"PA10-T720CI3R4SSD60"|"Montaje"|"Área de Montaje"|"0,25"|"Ensamblado equipo industrial"
"PA10-T720CI3R4SSD60"|"Verificación"|"Área de Verificación"|"0,25"|"Ensamblado equipo industrial"
"PA10-T720CI5R2SSD128"|"Montaje"|"Área de Montaje"|"1"|"Ensamblado equipo industrial"
"PA10-T720CI5R2SSD128"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-T720CI5R4SSD"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
"PA10-T720CI5R4SSD"|"Verificación"|"Área de Verificación"|"1"|"Ensamblado equipo industrial"
"PA10-T860HM86R4SSD120"|"Montaje"|"Área de Montaje"|"0,5"|"Ensamblado equipo industrial"
