code;name;planned_revenue;probability;partner_id;agent_id;team_id;date_deadline;priority;tag_id;campaign_id;medium_id;partner_name;street;street2;zip;city;state_id;country_id;phone;mobile;email_from;website;contact_name;description;type
OPPN-00692;Router 4G embarcados en vehículos;12.807,48;;100524;V-ANEIL;;14/09/2015;;;;;;;;;;;;;;;;;;
OPPN-00696;All in One IEI;0;;103010;V-ELOPEZ;;02/10/2015;;;;;;;;;;;;;;;;;;
OPPN-00697;RAYOS X (ELECTROMEDICINA);0;;110500;V-MFER;;01/12/2015;;;;;;;;;;;;;;;;;;
OPPN-00699;Servicio de taquillas de carga en Universidad;0;;103675;V-ANEIL;;02/10/2015;;;;;;;;;;;;;;;;;;
OPPN-00700;;160.000;;101932;V-HLAMA;;23/03/2016;;;;;;;;;;;;;;;;;;
OPPN-00701;;40.000;;101848;V-HLAMA;;25/09/2015;;;;;;;;;;;;;;;;;;
OPPN-00702;PUNTOS INFORMACIÓN PARA INTERIOR;66.000;;100071;V-XAND;;15/09/2015;;;;;;;;;;;;;;;;;;
OPPN-00703;VENTANA/INFORMACIÓN PARA PUERTAS DE QUIRÓFANO;15.720;;102169;V-HLAMA;;15/09/2015;;;;;;;;;;;;;;;;;;
OPPN-00704;"Kit táctil 10.1W"" TYG101ICE-DVI-2 + G101ICE-L01";1.770;;103675;V-ANEIL;;25/05/2016;;;;;;;;;;;;;;;;;;
OPPN-00705;Memory Stick Android;13.500;;103675;V-ANEIL;;08/10/2015;;;;;;;;;;;;;;;;;;
OPPN-00706;Maquina de Tabaco Snaks;27.040;;120053;V-DMART;;28/04/2016;;;;;;;;;;;;;;;;;;
OPPN-00707;Señalizacion estado  del equipo (Alumbrado Emergencia);6.600;;120208;V-DMART;;22/10/2015;;;;;;;;;;;;;;;;;;
OPPN-00708;DISPENSADORES PHILIPS MORRIS;14.720;;101954;V-BNC-CENT;;19/10/2015;;;;;;;;;;;;;;;;;;
OPPN-00709;WIRELESS SDCR4 (R4 Cerradura Standar);7.020;;100571;V-DMART;;08/05/2019;;;;;;;;;;;;;;;;;;
OPPN-00710;NUEVA ESTACIÓN DE SOLDADURA;61.500;;102044;V-JCVAZ;;23/09/2015;;;;;;;;;;;;;;;;;;
OPPN-00711;Control de accesos para Smartcity;4.185;;103667;V-BNC-NORT;;25/11/2016;;;;;;;;;;;;;;;;;;
OPPN-00713;DETECCION LLENADO CONTENEDORES DE BASURA;14.400;;101876;V-AVAC-AN;;26/01/2016;;;;;;;;;;;;;;;;;;
OPPN-00714;LECTOR DE MATRICULA PARKING;23.600;;102507;V-AVAC;;15/10/2015;;;;;;;;;;;;;;;;;;
OPPN-00715;EQUIPO DOMOTICO DE ALTAS PRESTACIONES;37.500;;103030;V-AVAC-AN;;24/09/2015;;;;;;;;;;;;;;;;;;
OPPN-00716;EQUIPO DOMOTICO;24.750;;103030;V-AVAC-AN;;08/02/2018;;;;;;;;;;;;;;;;;;
OPPN-00717;Control de acceso Parque Güell;56.000;;103673;V-ELOPEZ;;23/12/2015;;;;Web Monolitic;BARCELONA DE SERVEIS MUNICIPALS;CALABRIA, 66;;8015;BARCELONA;BARCELONA;ES;;627340702;mangel@bsmsa.cat;18/09/2015;18/09/2015;MODAT-531;
OPPN-00718;Acceso a contenidos para pasajeros de medios de transporte;15.750;;110574;V-MFER;;18/03/2016;;;;;;;;;;;;;;;;;;
OPPN-00719;DISPLAY ALFANUM. PARA CAJA CONTROL STOCK EN FABRICA;76.000;;102328;V-XAND;;08/10/2015;;;;;;;;;;;;;;;;;;
OPPN-00720;BD MEDICAL - Dispositivo Farmacias;112.250;;102030;V-BNC-NOR2;;14/12/2015;;;;;;;;;;;;;;;;;;
OPPN-00721;CAMBIO PROYECTORES EN NAVE;31.500;;102028;V-BNC-ESTE;;02/10/2015;;;;;;;;;;;;;;;;;;
OPPN-00722;;250.000;;100960;V-AVAC;;04/11/2015;;;;;;;;;;;;;;;;;;
OPPN-00723;Gestion  y explotacion máquinas (Vending);11.950;;100932;V-DMART;;28/01/2016;;;;;;;;;;;;;;;;;;
OPPN-00724;INFORMACIÓN TANATORIO;10.500;;PT14-0709;V-ANEIL-AR;;05/10/2015;;;;;;;;;;;;;;;;;;
OPPN-00725;SONIDO CENTRALIZADO;45.000;;101261;V-XAND-AR;;23/03/2016;;;;;;;;;;;;;;;;;;
OPPN-00726;"HMI 7""  Marcaje Industrial - Couth";57.700;;120338;V-DMART;;10/12/2018;;;;;;;;;;;;;;;;;;
OPPN-00727;NUEVO PARKIMETRO LOW COST;110.000;;101848;V-HLAMA;;13/03/2019;;;;;;;;;;;;;;;;;;
OPPN-00728;;72.500;;110116;V-AVAC;;01/07/2016;;;;;;;;;;;;;;;;;;
OPPN-00729;;0;;103376;V-MFER;;05/10/2015;;;;;;;;;;;;;;;;;;
OPPN-00731;PCU GOTURK;180.000;;110285;V-CGAR-CE;;27/10/2015;;;;;;;;;;;;;;;;;;
OPPN-00732;Boyas para Pesca;51.600;;101925;V-DMART;;21/01/2019;;;;;;;;;;;;;;;;;;
OPPN-00733;;24.200;;103589;V-XAND;;07/11/2016;;;;;;;;;;;;;;;;;;
OPPN-00734;Modelo 3.  PCs para Subestacion;0;;102250;V-DMART;;06/10/2015;;;;;;;;;;;;;;;;;;
OPPN-00735;Proteccion y Control -Cuadro Elec. Subestacion;34.000;;102250;V-DMART;;07/10/2015;;;;;;;;;;;;;;;;;;
OPPN-00736;TAG;4.900;;101918;V-DMART;;26/10/2018;;;;;;;;;;;;;;;;;;
OPPN-00737;AUTO - LINEA BASIC;12.490;;101918;V-DMART;;11/07/2017;;;;;;;;;;;;;;;;;;
OPPN-00738;TRUCK (Basic);15.900;;101918;V-DMART;;26/10/2018;;;;;;;;;;;;;;;;;;
OPPN-00739;PANELES METRO;14.400;;103661;V-HLAMA;;30/10/2015;;;;;;;;;;;;;;;;;;
OPPN-00740;Retrovisor Ferrocarril;29.894,40;;120115;V-DMART;;27/02/2018;;;;;;;;;;;;;;;;;;
OPPN-00741;CAMBIO FLUORESCENTES POR PANLED-600X600-NW-E Y FUENTE  LPF-40D-42;5.000;;101726;V-BNC-NORT;;02/02/2017;;;;;;;;;;;;;;;;;;
OPPN-00742;SMART METERING;20.000;;102079;V-AVAC-AN;;15/10/2015;;;;;;;;;;;;;;;;;;
OPPN-00743;7 PANEL PCS PARA ENTORNO INDUSTRIAL AGRESIVO;0;;102563;V-JRUIZ;;09/12/2015;;;;;;;;;;;;;;;;;;
OPPN-00744;SEGUIDOR EEUU;152.950;;102347;V-EMOYA;;03/11/2015;;;;;;;;;;;;;;;;;;
OPPN-00745;;0;;120342;V-DMART;;05/03/2017;;;;;;;;;;;;;;;;;;
OPPN-00746;SMART METER;5.000;;100543;V-APOVEDA;;04/09/2017;;;;;;;;;;;;;;;;;;
OPPN-00747;Impresora Parkimetro;6.400;;103668;V-DMART;;22/10/2015;;;;;;;;;;;;;;;;;;
OPPN-00748;Sensor de nivel Automocion;132.000;;101181;V-DMART;;13/11/2015;;;;;;;;;;;;;;;;;;
OPPN-00749;PANEL PC POLVO METÁLICO EN SUSPENSIÓN;9.252;;102563;V-JRUIZ;;26/10/2015;;;;;;;;;;;;;;;;;;
OPPN-00750;ZUMOVAL;5.300;;103272;V-EMOYA;;16/11/2015;;;;;;;;;;;;;;;;;;
OPPN-00751;SENSOR POSICIÓN;0;;101441;V-HLAMA;;14/03/2016;;;;;;;;;;;;;;;;;;
OPPN-00752;;0;;100014;V-HLAMA;;05/01/2016;;;;;;;;;;;;;;;;;;
OPPN-00753;INDO;6.160;;120316;V-DMART;;28/02/2017;;;;;;;;;;;;;;;;;;
OPPN-00755;EQUIPO EMBARCACO;9.000;;110621;V-BNC-CENT;;01/12/2015;;;;;;;;;;;;;;;;;;
OPPN-00756;display de cabina;13.000;;101826;V-MFER;;09/03/2019;;;;;;;;;;;;;;;;;;
OPPN-00757;TIKETING;0;;110574;V-MFER;;01/12/2015;;;;;;;;;;;;;;;;;;
OPPN-00758;RAYOS X;200.000;;110500;V-MFER;;09/02/2016;;;;;;;;;;;;;;;;;;
OPPN-00759;WARDIAN;94.500;;103349;V-AVAC-AN;;30/10/2015;;;;;;;;;;;;;;;;;;
OPPN-00760;CONTROL RIEGO;3.990;;103661;V-XAND;;19/04/2018;;;;;;;;;;;;;;;;;;
OPPN-00761;LCD CUSTOM. PARADAS AUTOBÚS;80.000;;101932;V-HLAMA;;02/11/2015;;;;;;;;;;;;;;;;;;
OPPN-00762;TFT´S INFORMACIÓN PARA EXTERIORES;40.000;;101932;V-HLAMA;;02/11/2015;;;;;;;;;;;;;;;;;;
OPPN-00763;PLACA PC INDUSTRIAL PARA SOLUCIONES PANELES INFORMATIVOS;0;;101932;V-HLAMA;;02/11/2015;;;;;;;;;;;;;;;;;;
OPPN-00764;Equipo embarcado en vehículo de bajo consumo;87.920;;110574;V-MFER;;07/10/2016;;;;;;;;;;;;;;;;;;
OPPN-00765;SENSORES RIEGO;9.000;;100063;V-HLAMA;;23/03/2016;;;;;;;;;;;;;;;;;;
OPPN-00766;;18.225;;100290;V-ANEIL;;06/06/2016;;;;;;;;;;;;;;;;;;
OPPN-00767;"Kiosko ""low cost""";120.000;;150001;V-JCVAZ;;28/03/2018;;;;;;;;;;;;;;;;;;
OPPN-00768;EQUIPO DE SEGURIDAD - PROSEGUR & BANCO SANTANDER;685.000;;103574;V-EMOYA;;18/04/2017;;;MKG0172-2016;Accion Marketing;RECREATIVOS BITRONIC, S.L.U.;AV. MAESTRO PUIG VALERA, 90;;30140;SANTOMERA;MURCIA;ES;968100140;;javiercampillo@bitronic.es;23/05/2016;23/05/2016;SERIE SWP SANKEN PARA VENDING Y GAMING;
OPPN-00769;SERVIDORES RACK MDS;38.400;;102347;V-EMOYA;;17/11/2015;;;;;;;;;;;;;;;;;;
OPPN-00770;CONSOLA NORMATIVA EN50155 FERROVIARIO;55.800;;100543;V-APOVEDA;;30/11/2015;;;;;;;;;;;;;;;;;;
OPPN-00772;MÓDULO RWD-RFID-R4;22.560;;101351;V-IGAR;;28/11/2016;;;;;;;;;;;;;;;;;;
OPPN-00773;Maquina  Vending - Cirilico;2.810;;100932;V-DMART;;13/11/2015;;;;;;;;;;;;;;;;;;
OPPN-00774;EQUIPO DE TELEASISTENCIA MEDICA;8.550;;103690;V-DMART;;07/04/2016;;;;;;;;;;;;;;;;;;
OPPN-00775;EQUIPO DE TELEASISTENCIA;7.400;;103690;V-DMART;;04/02/2016;;;;;;;;;;;;;;;;;;
OPPN-00776;TRUCK - Wifi;4.340;;101918;V-DMART;;18/06/2019;;;;;;;;;;;;;;;;;;
OPPN-00777;Sistema de visualización para cajero;0;;100197;V-MFER;;29/03/2016;;;;;;;;;;;;;;;;;;
OPPN-00778;Cajero automático en Chile;0;;100197;V-MFER;;29/03/2016;;;;;;;;;;;;;;;;;;
OPPN-00779;Cajero automático en Chile;0;;100197;V-MFER;;29/03/2016;;;;;;;;;;;;;;;;;;
OPPN-00780;Cajero automático en Chile;30.208,20;;100197;V-MFER;;03/02/2017;;;;;;;;;;;;;;;;;;
OPPN-00781;;13.800;;101126;V-XAND-AR;;15/12/2015;;;;;;;;;;;;;;;;;;
OPPN-00782;RTU de riego para pivots;16.560;;101659;V-DMART;;16/04/2018;;;;;;;;;;;;;;;;;;
OPPN-00783;"TFT pupitre de Autobus en 7""";15.600;;120168;V-IGAR;;27/02/2019;;;;;;;;;;;;;;;;;;
OPPN-00784;EQUIPO CONTROL MOTORES;42.050;;102177;V-EMOYA;;26/11/2015;;;;Banco de datos externo;ELECTR. DEL HOYO HERMANOS S.L.;POLIGONO INDUSTRIAL;;46470;CATARROJA;VALENCIA;;96 127 50 17;;tecnica@ehh.es;07/02/2012;14/03/2012;;
OPPN-00785;REPOSICION DE EQUIPOS PARA DEFENSA;2.756;;103018;V-BNC-NORT;;27/03/2018;;;;;;;;;;;;;;;;;;
OPPN-00786;ILUMINACION DE NEVERAS INDUSTRIALES;52.000;;102265;V-AVAC-AN;;02/12/2015;;;;;;;;;;;;;;;;;;
OPPN-00787;TELECONTROL CONTADOR DE AGUA;12.000;;103447;V-EMOYA;;08/01/2016;;;;;;;;;;;;;;;;;;
OPPN-00788;TIKECTING;0;;102451;V-MFER;;07/10/2018;;;;;;;;;;;;;;;;;;
OPPN-00789;SU TURNO CARREFOUR;4.420;;103695;V-GGARCIA;;06/03/2017;;;;;;;;;;;;;;;;;;
OPPN-00790;SU TURNO CARREFOUR (low cost);63.000;;103695;V-BNC-CEN2;;12/02/2019;;;;;;;;;;;;;;;;;;
OPPN-00791;CONTROLES DE TURNO;900;;103695;V-GGARCIA;;30/08/2016;;;;;;;;;;;;;;;;;;
OPPN-00792;LECTOR CODIGO DE BARRAS CON WIFI;18.750;;101443;V-XAND;;31/01/2019;;;;;;;;;;;;;;;;;;
OPPN-00793;CAJEROS PARQUIMETROS;38.700;;101860;V-BNC-CENT;;02/12/2015;;;;;;;;;;;;;;;;;;
OPPN-00794;IMPRESORAS 3D;46.600;;103687;V-AVAC;;02/12/2015;;;;;;;;;;;;;;;;;;
OPPN-00795;Equipo Teleasistencia;19.100;;103690;V-DMART;;07/04/2016;;;;;;;;;;;;;;;;;;
OPPN-00796;MANDO;0;;100189;V-ANEIL-AR;;04/12/2015;;;;;;;;;;;;;;;;;;
OPPN-00797;;6.850;;100189;V-ANEIL-AR;;04/12/2015;;;;;;;;;;;;;;;;;;
OPPN-00798;LUMINARIAS;175.000;;103704;V-EMOYA;;21/03/2016;;;;Personal;SECOM ILUMINACION S.L.;Polígono industrial La Estrella.  C/ Marte 18-21;;30500;MOLINA DE SEGURA;MURCIA;ES;968 80 12 11;;desarrollo@secom.es;16/11/2015;16/11/2015;;
OPPN-00799;EQUIPO DE FICHAJE DE PERSONAL;6.120;;100354;V-APOVEDA;;31/12/2015;;;;;;;;;;;;;;;;;;
OPPN-00800;RENOVACIÓN EQUIPOS EN PUERTOS DE ESPAÑA;28.906;;103606;V-APOVEDA;;09/03/2017;;;;;;;;;;;;;;;;;;
OPPN-00801;KIT TOLDO;50.000;;102428;V-APOVEDA;;13/06/2016;;;;;;;;;;;;;;;;;;
OPPN-00802;ENTRADAS Y SALIDAS;10.775;;101165;V-ANEIL;;10/12/2015;;;;;;;;;;;;;;;;;;
OPPN-00803;ENTRADAS Y SALIDAS;29.000;;101165;V-ANEIL;;10/12/2015;;;;;;;;;;;;;;;;;;
OPPN-00804;CABECERA DE GPON;6.840;;100223;V-XAND-AR;;05/01/2016;;;;;;;;;;;;;;;;;;
OPPN-00805;MUEBLES METALICOS;15.672;;101954;V-BNC-CENT;;30/03/2016;;;;;;;;;;;;;;;;;;
OPPN-00806;MUEBLES AVENE PARA FARMACIA;53.055;;101954;V-BNC-CENT;;11/12/2015;;;;;;;;;;;;;;;;;;
OPPN-00807;PUMP DRIVER;53.760;;103550;V-XAND;;13/03/2018;;;;;;;;;;;;;;;;;;
OPPN-00808;CONTROL DE ELECTROBOMBAS;132.000;;103550;V-XAND;;14/12/2015;;;;;;;;;;;;;;;;;;
OPPN-00809;CONTROL DE ELECTROBOMBAS;12.096;;100009;V-JCVAZ;;14/12/2015;;;;;;;;;;;;;;;;;;
OPPN-00810;PESAJE;3.240;;103573;V-HLAMA;;14/12/2015;;;;;;;;;;;;;;;;;;
OPPN-00811;DAR COMUNICACIÓN A MÁQUINAS EXPENDERAS DE TABACO EN LAS CANARIAS;192.000;;PT15-0317;V-JCVAZ;;14/12/2015;;;;;;;;;;;;;;;;;;
OPPN-00812;BD MEDICAL - DISPOSITIVO EN FARMACIAS;34.000;;102030;V-BNC-NOR2;;18/05/2016;;;;;;;;;;;;;;;;;;
OPPN-00813;ILUMINACIÓN. PROYECTO STRATUS;20.970;;103469;V-XAND;;09/02/2016;;;;;;;;;;;;;;;;;;
OPPN-00814;PLACA DIGITAL;12.600;;110500;V-MFER;;02/02/2016;;;;;;;;;;;;;;;;;;
OPPN-00815;INVERSORES;104.850;;100209;V-APOVEDA;;27/11/2017;;;;;;;;;;;;;;;;;;
OPPN-00816;PC Indrustrial;25.000;;120415;V-DMART;;05/03/2017;;;;;;;;;;;;;;;;;;
OPPN-00817;Sistema de RFID;78.500;;103684;V-ELOPEZ;;16/12/2015;;;;;;;;;;;;;;;;;;
OPPN-00818;Suntrack;5.940;;101181;V-DMART;;07/03/2016;;;;;;;;;;;;;;;;;;
OPPN-00819;LEPTON;15.500;;102434;V-EMOYA;;20/01/2017;;;;;;;;;;;;;;;;;;
OPPN-00820;MONITOR PARA ASCENSORES;69.000;;103531;V-EMOYA;;16/12/2015;;;;;;;;;;;;;;;;;;
OPPN-00821;TELTONIKA;16.800;;100449;V-APOVEDA;;25/01/2016;;;;;;;;;;;;;;;;;;
OPPN-00822;P500;8.400;;101616;V-BNC-NORT;;17/12/2015;;;;;;;;;;;;;;;;;;
OPPN-00823;P500;12.600;;101616;V-BNC-NORT;;17/12/2015;;;;;;;;;;;;;;;;;;
OPPN-00824;CONTADORES DE RIEGO;8.400;;103447;V-APOVEDA;;25/05/2016;;;;;;;;;;;;;;;;;;
OPPN-00825;VARIOS DISPOSITIVOS;22.950;;103362;V-APOVEDA;;09/02/2016;;;;;;;;;;;;;;;;;;
OPPN-00826;VARIOS DISPOSITIVOS;59.400;;103362;V-APOVEDA;;27/11/2017;;;;;;;;;;;;;;;;;;
OPPN-00827;;58.500;;101841;V-BNC-EST2;;18/12/2015;;;;;;;;;;;;;;;;;;
OPPN-00828;SENTIO SYSTEM;10.140;;103699;V-APOVEDA;;13/07/2018;;;;;;;;;;;;;;;;;;
OPPN-00829;SENTIO SYSTEM;5.850;;103699;V-APOVEDA;;13/07/2018;;;;;;;;;;;;;;;;;;
OPPN-00830;FERTIRRIGACIÓN;131.000;;102449;V-EMOYA;;22/03/2016;;;;;;;;;;;;;;;;;;
OPPN-00831;EQUIPO EMBARCADO EN VEHÍCULO;15.000;;PT14-1048;V-EMOYA;;23/12/2015;;;;;;;;;;;;;;;;;;
OPPN-00832;;4.300;;103912;V-HLAMA;;30/12/2015;;;;;;;;;;;;;;;;;;
OPPN-00833;;5.340;;103912;V-HLAMA;;30/12/2015;;;;;;;;;;;;;;;;;;
OPPN-00834;GESTION ENERGETICA;26.200;;PT15-0294;V-IGAR;;27/03/2018;;;;;;;;;;;;;;;;;;
OPPN-00835;PCBOX ESTACIONES ITV;50.192;;120370;V-JRUIZ;;13/03/2018;;;;;;;;;;;;;;;;;;
OPPN-00836;PANTALLAS TOCUH PARA ITV;2.716;;PT15-0094;V-JRUIZ;;04/01/2016;;;;;;;;;;;;;;;;;;
OPPN-00837;ALTERNATIVA SWITCH FIBRA OPTICA;3.480;;103110;V-JRUIZ;;04/01/2016;;;;;;;;;;;;;;;;;;
OPPN-00838;ALTERNATIVA DISPLAY 4X20;5.300;;101351;V-JRUIZ;;19/01/2016;;;;;;;;;;;;;;;;;;
OPPN-00839;"OFERTA DE PPC INOX 15""";72.000;;100678;V-ANEIL;;04/01/2016;;;;;;;;;;;;;;;;;;
OPPN-00840;SOLEO;1.339,20;;103675;V-ANEIL;;05/02/2016;;;;;;;;;;;;;;;;;;
OPPN-00841;Guía audio para buses turísticos;7.500;;101529;V-ELOPEZ;;05/07/2016;;;;;;;;;;;;;;;;;;
OPPN-00842;nECG MINDER;3.564;;102478;V-BNC-ESTE;;06/04/2016;;;;;;;;;;;;;;;;;;
OPPN-00843;Suntrack;6.480;;101181;V-DMART;;28/01/2016;;;;;;;;;;;;;;;;;;
OPPN-00844;SENTINEL 2;277.760;;110285;V-CGAR-CE;;15/01/2016;;;;;;;;;;;;;;;;;;
OPPN-00845;PANEL DE CONTROL GRUPO ELECTRÓGENO Y OTROS DISPOSITIVOS;5.500;;100449;V-APOVEDA;;15/03/2017;;;;;;;;;;;;;;;;;;
OPPN-00846;Equipo de Telecontrol - Gruas;16.400;;120115;V-DMART;;04/07/2018;;;;;;;;;;;;;;;;;;
OPPN-00847;JASON PCDU;149.350;;110285;V-CGAR-CE;;04/04/2016;;;;;;;;;;;;;;;;;;
OPPN-00848;IASSI;529.760;;110285;V-CGAR-CE;;19/01/2016;;;;;;;;;;;;;;;;;;
OPPN-00849;Columna Parking - Expendedora Tickets;8.295;;102333;V-DMART;;15/07/2019;;;;;;;;;;;;;;;;;;
OPPN-00851;VENDING, PANTALLAS DWIN;11.900;;130045;V-BNC-ESTE;;22/01/2016;;;;;;;;;;;;;;;;;;
OPPN-00852;DISPOSITIVO PARA MERCADO AMERICANO;11.930;;101457;V-IGAR;;14/03/2018;;;;;;;;;;;;;;;;;;
OPPN-00853;REPOSICION PANTALLAS JNM;1.352;;102512;V-BNC-NORT;;25/01/2016;;;;;;;;;;;;;;;;;;
OPPN-00854;MAQUINAS CAFE;22.000;;103720;V-BNC-CENT;;26/01/2016;;;;;;;;;;;;;;;;;;
OPPN-00855;Filtro EMI para F650  (Aplicacion Barcos);4.590;;103605;V-DMART;;26/01/2016;;;;;;;;;;;;;;;;;;
OPPN-00856;DOMOTIC -  Proyecto DOISSON;2.092,50;;120338;V-DMART;;28/01/2016;;;;;;;;;;;;;;;;;;
OPPN-00857;UPS Aplicacion Barcos;52.980;;102404;V-DMART;;26/01/2016;;;;;;;;;;;;;;;;;;
OPPN-00858;;13.742,50;;100604;V-HLAMA;;05/04/2016;;;;;;;;;;;;;;;;;;
OPPN-00859;;23.541;;101568;V-ANEIL;;26/01/2016;;;;;;;;;;;;;;;;;;
OPPN-00860;"PROYECTO ULMA 7""";87.200;;120358;V-JRUIZ;;26/01/2016;;;;;;;;;;;;;;;;;;
OPPN-00861;"PROYECTO PARA ULMA 18,5""";31.700;;120358;V-JRUIZ;;26/01/2016;;;;;;;;;;;;;;;;;;
OPPN-00862;BASCULAS;8.740;;120401;V-BNC-NORT;;26/01/2016;;;;;;;;;;;;;;;;;;
OPPN-00863;BASCULAS;11.910;;120401;V-BNC-NORT;;26/01/2016;;;;;;;;;;;;;;;;;;
OPPN-00864;INVERSORES STREAM 2KW - 40KW;3.320;;102250;V-DMART;;27/01/2016;;;;;;;;;;;;;;;;;;
OPPN-00865;Equipo medico de Rehabilitación extremidades;8.525;;120316;V-DMART;;09/04/2018;;;;;;;;;;;;;;;;;;
OPPN-00866;Suntrack;6.195;;101181;V-DMART;;07/03/2016;;;;;;;;;;;;;;;;;;
OPPN-00867;CAF POWER;5.870;;101181;V-DMART;;31/05/2016;;;;;;;;;;;;;;;;;;
OPPN-00868;S3T: Deteccion de Basura Espacial (Radar Español);0;;101433;V-DMART;;29/01/2016;;;;;;;;;;;;;;;;;;
OPPN-00869;Gestión energética en Ayuntamientos;36.000;;103761;V-EMOYA;;31/05/2016;;;;;;;;;;;;;;;;;;
OPPN-00870;PC CERTIFICADO IEC 60945 PARA SONAR;145.138;;103738;V-EMOYA;;10/03/2016;;;;;;;;;;;;;;;;;;
OPPN-00871;CAJAS DE PAGO PARA PARKING;32.106,24;;101860;V-BNC-CENT;;14/03/2018;;;;;;;;;;;;;;;;;;
OPPN-00872;BALIZA;18.000;;103549;V-EMOYA;;01/02/2016;;;;;;;;;;;;;;;;;;
OPPN-00873;MTG;15.000;;110329;V-CGAR-CE;;01/02/2016;;;;;;;;;;;;;;;;;;
OPPN-00874;MANTENIMIENTO Y CONTROL DE CALDERAS;11.850;;103617;V-AVAC-AN;;05/07/2018;;;;;;;;;;;;;;;;;;
OPPN-00875;CONTROL DE REMOTAS FERROVIARIAS;10.172;;110477;V-AVAC;;02/01/2017;;;;;;;;;;;;;;;;;;
OPPN-00876;EQUIPO DE SOLDADURA VIRTUAL;28.500;;103638;V-AVAC-AN;;12/04/2016;;;;;;;;;;;;;;;;;;
OPPN-00877;MAQUINA DE APUESTAS DEPORTIVAS;15.000;;110050;V-AVAC;;02/02/2016;;;;;;;;;;;;;;;;;;
OPPN-00878;CONTADORES INTELIGENTES DE AGUA;15.200;;102297;V-AVAC-AN;;02/02/2016;;;;;;;;;;;;;;;;;;
OPPN-00879;MUEBLES;6.750;;101954;V-BNC-CENT;;04/02/2016;;;;;;;;;;;;;;;;;;
OPPN-00880;MUEBLES METALICOS;12.300;;101954;V-BNC-CENT;;14/03/2018;;;;;;;;;;;;;;;;;;
OPPN-00881;TMB;37.080;;100197;V-MFER;;02/02/2016;;;;;;;;;;;;;;;;;;
OPPN-00882;;38.900;;102457;V-MFER;;02/02/2016;;;;;;;;;;;;;;;;;;
OPPN-00883;Telecontrol M2M para equipos de control de Gruas.;40.000;;120115;V-DMART;;05/02/2019;;;;;;;;;;;;;;;;;;
OPPN-00884;DECMU;182.800;;110574;V-MFER;;15/03/2016;;;;;;;;;;;;;;;;;;
OPPN-00885;DECMU;274.700;;110574;V-MFER;;03/02/2016;;;;;;;;;;;;;;;;;;
OPPN-00886;NEOVET;159.600;;110500;V-MFER;;03/02/2016;;;;;;;;;;;;;;;;;;
OPPN-00887;"MONITOR ANDROID 32""/42""";28.000;;101635;V-EMOYA;;03/02/2016;;;;;;;;;;;;;;;;;;
OPPN-00888;"TFT 10,1"" MULTICASH";16.600;;120093;V-DMART;;15/02/2018;;;;;;;;;;;;;;;;;;
OPPN-00889;4x20 cirilico;5.940;;101351;V-JRUIZ;;03/02/2016;;;;;;;;;;;;;;;;;;
OPPN-00890;WIFI AUTOBUSES;54.000;;110574;V-MFER;;27/03/2018;;;;;;;;;;;;;;;;;;
OPPN-00891;DESARROLLO EQUIPO CLIENTE NO NACIONAL;3.253,80;;103793;V-BNC-CENT;;23/02/2016;;;;;;;;;;;;;;;;;;
OPPN-00892;PUERTAS AUTOMÁTICAS;7.670;;102311;V-EMOYA;;04/02/2016;;;;;;;;;;;;;;;;;;
OPPN-00893;REDISEÑO DE TERMINAL GRÁFICO TS-TG105;23.200;;101282;V-EMOYA;;13/03/2018;;;;;;;;;;;;;;;;;;
OPPN-00894;INGENIERIA PARA TERCEROS;184.000;;100688;V-ANEIL;;05/02/2016;;;;;;;;;;;;;;;;;;
OPPN-00895;;0;;101130;V-BNC-ESTE;;08/02/2016;;;;;;;;;;;;;;;;;;
OPPN-00896;NAVEGADOR PARA BICIS;25.000;;103362;V-EMOYA;;01/04/2016;;;;;;;;;;;;;;;;;;
OPPN-00898;MOBILIARIO INTERACTIVO SMART CITIES;4.000;;103624;V-AVAC-AN;;14/02/2016;;;;;;;;;;;;;;;;;;
OPPN-00899;BUSCAMAN;15.000;;103575;V-APOVEDA;;18/04/2016;;;;;;;;;;;;;;;;;;
OPPN-00900;Equipos embarcados en 500 vehículos;86.785;;100524;V-ANEIL;;06/07/2016;;;;;;;;;;;;;;;;;;
OPPN-00901;RYAHD;24.000;;110574;V-MFER;;07/10/2018;;;;;;;;;;;;;;;;;;
OPPN-00902;MEXICO DF;23.500;;110574;V-MFER;;30/08/2016;;;;;;;;;;;;;;;;;;
OPPN-00903;;5.200;;PT15-0268;V-ELOPEZ;;23/02/2016;;;;;;;;;;;;;;;;;;
OPPN-00904;Etiquetado de cables y parte de retrovisores;0;;103066;V-ANEIL;;15/02/2016;;;;;;;;;;;;;;;;;;
OPPN-00905;MTG;104.940;;110329;V-CGAR-CE;;01/03/2016;;;;;;;;;;;;;;;;;;
OPPN-00906;MÁQUINAS LABORATORIO (GAMA BAJA);66.000;;100001;V-XAND;;10/03/2016;;;;;;;;;;;;;;;;;;
OPPN-00907;PC industrial;273.500;;102328;V-XAND;;20/05/2016;;;;;;;;;;;;;;;;;;
OPPN-00908;PANEL INFORMACIÓN BUS;41.500;;101932;V-HLAMA;;18/02/2016;;;;;;;;;;;;;;;;;;
OPPN-00909;TIM;1.254;;100008;V-DMART;;28/11/2016;;;;;;;;;;;;;;;;;;
