unique_code|path|name|res_id|res_model|create_date|create_user|comments
1|/home/odoo_files/Customers/100004|INDIBA_SA (2019).pdf|100004|res_partner|2021-04-14|Alex Medialdea|INFORME AXESOR CCAA 2019
2|/home/odoo_files/Customers/100004|INDIBA SAU.pdf|100004|res_partner|2021-04-15|Alex Medialdea|SOLICITUD DE CRÉDITO
3|/home/odoo_files/Customers/100008|DISENOS_ELECTRONICOS_E_INFORMATICOS_PRODIMAR_SL.pdf|100008|res_partner|2014-05-16|Cristina Torres|informe axesor 16/05/14
4|/home/odoo_files/Customers/100008|DISENOS_ELECTRONICOS_E_INFORMATICOS_PRODIMAR_SL-2013.pdf|100008|res_partner|2014-10-28|Cristina Torres|informe axesor ccaa 2013
5|/home/odoo_files/Customers/100008|Prodimar_QUECTEL Mar 2017.pdf|100008|res_partner|2014-10-28|OdooBot|NDA con QUECTEL
6|/home/odoo_files/Customers/100008|Prodimar_QUECTEL Mar 2017.pdf|100008|res_partner|2017-03-07|OdooBot|NDA con QUECTEL
7|/home/odoo_files/Customers/100008|DISEOSELECTRONICOSEINFORMATICOSPRODIMARSL.pdf|100008|res_partner|2018-05-18|Cristina Torres|INFORME AXESOR CCAA 2016
8|/home/odoo_files/Customers/100008|PRODIMAR NDA 2019.pdf|100008|res_partner|2019-07-02|Elisabet Villa|NDA con MONOLITIC 2019 2022 mínimo
9|/home/odoo_files/Customers/100009|GRUPO CIRSA.pdf|100009|res_partner|2014-06-05|Cristina Torres|Datos financieros relativos a Grupo Cirsa comentados
10|/home/odoo_files/Customers/100009|UNIVERSALDEDESARROLLOSELECTRONICOSSA.pdf|100009|res_partner|2020-04-22|Alex Medialdea|informe axesor ccaa 2018
11|/home/odoo_files/Customers/100014|Póliza 0502213239 _ ID 0001281874 _ ZIV COMMUNICATI _ Referencia  _ País  ES _ IDS 0514544233 _ OGPWI.pdf|100014|res_partner|2016-02-22|Cristina Torres|adelanto clavemap
12|/home/odoo_files/Customers/100027|E2M.pdf|100027|res_partner|2018-11-22|Núria Soler|APERTURA DE CUENTA
13|/home/odoo_files/Customers/100027|ESTUDIS ELECTRO MECANICS (E2M).pdf|100027|res_partner|2018-11-22|Alex Medialdea|SOLICITUD DE CRÉDITO
14|/home/odoo_files/Customers/100027|ESTUDISELECTROMECANICSSL.pdf|100027|res_partner|2018-11-22|Alex Medialdea|INFORME AXESOR CCAA 2017
15|/home/odoo_files/Customers/100027|ESTUDISELECTROMECANICSSL 2018.pdf|100027|res_partner|2019-10-22|Alex Medialdea|INFORME AXESOR CCAA 2018
16|/home/odoo_files/Customers/100032|GOLMAR_SISTEMAS_DE_COMUNICACION_SA.pdf|100032|res_partner|2016-07-26|María Rey|informe Axesor
17|/home/odoo_files/Customers/100032|Golmar.pdf|100032|res_partner|2016-07-26|María Rey|Sol de credito
18|/home/odoo_files/Customers/100034|GIRBAU_SA (2018).pdf|100034|res_partner|2020-10-26|Alex Medialdea|INFORME AXESOR CCAA 2018
19|/home/odoo_files/Customers/100047|ATC.pdf|100047|res_partner|2016-06-09|Núria Soler|apertura
20|/home/odoo_files/Customers/100067|100067 INTERMEDIC.pdf|100067|res_partner|2021-06-15|Cristina Torres|SOLICITUD CRÉDITO
21|/home/odoo_files/Customers/100068|AVRYDE_2000_SL.pdf|100068|res_partner|2015-02-17|Cristina Torres|informe axesor ccaa 2013
22|/home/odoo_files/Customers/100097|SISTEL_SA.pdf|100097|res_partner|2015-05-14|Cristina Torres|informe axesor ccaa 2013
23|/home/odoo_files/Customers/100097|SISTEL_SA_2015.pdf|100097|res_partner|2016-03-03|María Rey|informe Axesor 2015
24|/home/odoo_files/Customers/100106|SUGAR_VALLEY_SL.pdf|100106|res_partner|2014-08-28|Cristina Torres|INFORME AXESOR actualizado 2013
25|/home/odoo_files/Customers/100106|SUGAR_VALLEY_SL_2015.pdf|100106|res_partner|2015-12-22|María Rey|Informe Axesor 2015
26|/home/odoo_files/Customers/100111|MASER.pdf|100111|res_partner|2018-07-24|Cristina Torres|SOLICITUD CRÉDITO
27|/home/odoo_files/Customers/100123|DISELEC_ELECTRONICA_SL.pdf|100123|res_partner|2014-12-22|OdooBot|Informe Asexor ccaa 2013
28|/home/odoo_files/Customers/100123|DISELEC_ELECTRONICA_SL_2016.pdf|100123|res_partner|2016-09-26|María Rey|Informe Axesor
29|/home/odoo_files/Customers/100133|INDUSTRIAS_ROYAL_TERMIC_SL.pdf|100133|res_partner|2017-12-29|María Rey|Sol credito
30|/home/odoo_files/Customers/100133|INDUSTRIAS_ROYAL_TERMIC_SL.pdf|100133|res_partner|2017-12-29|María Rey|informe axesor
31|/home/odoo_files/Customers/100138|INFORME_MERCANTIL_GH_ELECTROTERMIA_SA_2020-05-25.pdf|100138|res_partner|2020-05-25|Alex Medialdea|INFORME AXESOR CCAA 2018
32|/home/odoo_files/Customers/100143|LDAAUDIOYVIDEOPROFESIONALSL.pdf|100143|res_partner|2018-11-29|Alex Medialdea|INFORME AXESOR CCAA 2017
33|/home/odoo_files/Customers/100148|REKOBA_ESPANOLA_SL.pdf|100148|res_partner|2016-01-19|Cristina Torres|INFORME AXESOR CCAA 2014
34|/home/odoo_files/Customers/100148|REKOBAESPAOLASL.pdf|100148|res_partner|2018-08-24|Cristina Torres|INFORME AXESOR CCAA 2015
35|/home/odoo_files/Customers/100148|Rekoba Española sl.pdf|100148|res_partner|2021-12-01|Alex Medialdea|SOLICITUD DE CRÉDITO
36|/home/odoo_files/Customers/100158|NDA TALGO.pdf|100158|res_partner|2021-03-16|Elisabet Villa|NDA PATENTES TALGO- MONOLITIC 2011-2021
37|/home/odoo_files/Customers/100168|GRUPO_EPELSA_SL.pdf|100168|res_partner|2015-02-12|Cristina Torres|informe axesor ccaa 2013
38|/home/odoo_files/Customers/100168|grupo_epelsa2_sl.pdf|100168|res_partner|2017-01-18|Cristina Torres|informe axesor ccaa 2015
39|/home/odoo_files/Customers/100187|DEZAC LOGIN Y PASWORD INTRANET CLIENTE.msg|100187|res_partner|2014-07-08|Núria Soler|datos para entrar en su intranet para gestionar pedidos
40|/home/odoo_files/Customers/100187|dezac politica general.pdf|100187|res_partner|2018-06-11|Núria Soler|POLITICA GENERAL
41|/home/odoo_files/Customers/100187|DEZAC CUESTIONARIO EVALUACION PROVEEDOR.pdf|100187|res_partner|2018-06-11|Núria Soler|CUESTIONARIO EVALUACION PROVEEDORES
42|/home/odoo_files/Customers/100197|GMV Acuerdo préstamo equipo PD 01296 25-10-2016.pdf|100197|res_partner|2016-10-27|OdooBot|Anexo al Depósito nº PD 01296 de Préstamo de equipo
43|/home/odoo_files/Customers/100200|BROAD TELECOM SA.pdf|100200|res_partner|2021-04-09|Alex Medialdea|SOLICITUD DE CRÉDITO
44|/home/odoo_files/Customers/100209|POWER_ELECTRONICS_ESPANA_SL.pdf|100209|res_partner|2014-09-23|Cristina Torres|informe axesor 2013
45|/home/odoo_files/Customers/100209|POWER ELECTRONICS ESPAÑA SL NDA.pdf|100209|res_partner|2018-10-25|Elisabet Villa|NDA 19 10 2018
46|/home/odoo_files/Customers/100209|POWERELECTRONICSESPAASL.pdf|100209|res_partner|2018-12-11|Alex Medialdea|Informe Axesor 2017
47|/home/odoo_files/Customers/100216|RGPD SERVITRON.pdf|100216|res_partner|||FIRMA RGPD SERVITRON
48|/home/odoo_files/Customers/100216|SERVITRONSA.pdf|100216|res_partner|2019-11-19|Alex Medialdea|INFORME AXESOR CCAA 2018
49|/home/odoo_files/Customers/100222|CCM_ELECTRONIC_SL.pdf|100222|res_partner|2018-01-09|María Rey|Informe Axesor
50|/home/odoo_files/Customers/100222|CCM_ELECTRONIC_SL.pdf|100222|res_partner|2018-01-09|María Rey|Solicitud de crédito
51|/home/odoo_files/Customers/100243|EPICOM_SA.pdf|100243|res_partner|2015-02-17|Cristina Torres|informe axesor ccaa 2013
52|/home/odoo_files/Customers/100251|CISA_CEDACERIA_INDUSTRIAL_SL.pdf|100251|res_partner|2015-05-04|Cristina Torres|informe axesor ccaa 2013
53|/home/odoo_files/Customers/100251|CISA_CEDACERIA_INDUSTRIAL_SL (1).pdf|100251|res_partner|2015-06-22|Cristina Torres|informe axesor con incidencia en asnef 2013
54|/home/odoo_files/Customers/100251|CISACEDACERIAINDUSTRIALSL.pdf|100251|res_partner|2019-05-24|Alex Medialdea|Informe Axesor CCAA 2017
55|/home/odoo_files/Customers/100278|UVAXCONCEPTSSL.pdf|100278|res_partner|2019-12-24|Alex Medialdea|INFORME AXESOR CCAA 2018
56|/home/odoo_files/Customers/100279|Circular cambio domicilio social BJC.pdf|100279|res_partner|2018-04-24|Núria Soler|CAMBIO DOMICILIO SOCIAL
57|/home/odoo_files/Customers/100280|EMDEP_2_S.L.pdf|100280|res_partner|2014-05-14|Cristina Torres|informe axesor 13/05/14
58|/home/odoo_files/Customers/100290|DIGIPROCES_SA.pdf|100290|res_partner|2016-03-03|María Rey|informe Axesor
59|/home/odoo_files/Customers/100291|LINEAS_Y_CABLES_SA.pdf|100291|res_partner|2016-09-05|María Rey|Informe Axesor
60|/home/odoo_files/Customers/100293|TRANSPORTS_DE_BARCELONA_SA 2016.pdf|100293|res_partner|2016-09-26|María Rey|Informe Axesor
61|/home/odoo_files/Customers/100305|BALANCES Proyman 2014.pdf|100305|res_partner|2015-04-23|Cristina Torres|balance situación 2014 cliente
62|/home/odoo_files/Customers/100305|Proyman PyG 2014.pdf|100305|res_partner|2015-04-23|Cristina Torres|pyg 2014 cliente
63|/home/odoo_files/Customers/100335|INSTRUMENTACION_INDUSTRIAL_ZURC_SA.pdf|100335|res_partner|2015-02-17|Cristina Torres|informe axesor ccaa 2013
64|/home/odoo_files/Customers/100344|Carta Kapsch.pdf|100344|res_partner|2019-08-28|Núria Soler|COMPROMISO ENTREGA SUMINISTROS Y REPUESTOS  CONTRATO RENFE
65|/home/odoo_files/Customers/100344|KAPSCHTRAFFICCOMTRANSPORTATIONSA.pdf|100344|res_partner|2018-06-15|Cristina Torres|informe axesor ccaa 2017
66|/home/odoo_files/Customers/100344|INFORME_MERCANTIL_KAPSCH_TRAFFICCOM_TRANSPORTATION_SA_2020-05-05.pdf|100344|res_partner|2020-05-05|Cristina Torres|INFORME AXESOR CCAA 2018
67|/home/odoo_files/Customers/100344|Buenas prácticas medioambientales.pdf|100344|res_partner|2020-09-14|Elisabet Villa|Buenas prácticas medioambientales 2020
68|/home/odoo_files/Customers/100354|RADIOBIT SISTEMAS, S.L..pdf|100354|res_partner|2015-12-15|OdooBot|SOLICITUD DE CRÉDITO COMERCIAL
69|/home/odoo_files/Customers/100354|RADIOBIT_SISTEMAS_SL.pdf|100354|res_partner|2015-12-15|Cristina Torres|INFORME AXESOR CCAA 2014
70|/home/odoo_files/Customers/100354|RADIOBITSISTEMASSL.pdf|100354|res_partner|2019-04-23|Alex Medialdea|INFORME AXESOR CCAA 2017
71|/home/odoo_files/Customers/100355|LA FACTORIA Balance sit. 2012.pdf|100355|res_partner|2014-05-14|Cristina Torres|Balance situación 2012 enviado por el cliente
72|/home/odoo_files/Customers/100355|LA_FACTORIA_DE_COMUNICACIONES_APLICADAS_SL.pdf|100355|res_partner|2015-02-17|Cristina Torres|informe axesor ccaa 2013
73|/home/odoo_files/Customers/100392|DIAGNOSTIC GRIFOLS 2018-07-06 Acuerdo de Suministro y Calidad.pdf|100392|res_partner|2018-07-06|Elisabet Villa|Acuerdo de Suministro y Calidad
74|/home/odoo_files/Customers/100392|DIAGNOSTIC GRIFOLS 2018-07-06 Certificado de Origen Materias Primas.pdf|100392|res_partner|2018-07-06|Elisabet Villa|Certificado de origen de Materias Primas
75|/home/odoo_files/Customers/100392|DIAGNOSTICGRIFOLSSA.pdf|100392|res_partner|2020-02-14|Alex Medialdea|INFORME AXESOR CCAA 2018
76|/home/odoo_files/Customers/100393|ELECSANSA.pdf|100393|res_partner|2018-05-29|María Rey|Informe Axesor
77|/home/odoo_files/Customers/100413|SITEL SISTEMAS ELECTRONICOS SA.pdf|100413|res_partner|2020-03-16|Alex Medialdea|SOLICITUD DE CRÉDITO
78|/home/odoo_files/Customers/100413|SITELSISTEMASELECTRONICOSSA.pdf|100413|res_partner|2020-03-17|Alex Medialdea|INFORME AXESOR CCAA 2018
79|/home/odoo_files/Customers/100428|BIOSYSTEMSSA.pdf|100428|res_partner|2019-05-17|Cristina Torres|INFORME AXESOR CCAA 2017
80|/home/odoo_files/Customers/100435|TEFMONTAJESYSERVICIOSSL.pdf|100435|res_partner|2019-04-02|Alex Medialdea|INFORME AXESOR CCAA 2017
81|/home/odoo_files/Customers/100449|DISMUNTEL LOPD Notificacion.pdf|100449|res_partner|2013-11-14|OdooBot|LOPD Notificacion
82|/home/odoo_files/Customers/100449|DISMUNTEL_SAL.pdf|100449|res_partner|2013-11-14|María Rey|Informe Axesor 2014
83|/home/odoo_files/Customers/100449|DISMUNTELSAL.pdf|100449|res_partner|2018-04-06|María Rey|Informe Axesor
84|/home/odoo_files/Customers/100449|INFORME_MERCANTIL_DISMUNTEL_SAL_2021-01-14.pdf|100449|res_partner|2021-01-14|Cristina Torres|informe axesor ccaa 2019
85|/home/odoo_files/Customers/100463|RC_MICROELECTRONICA_SA.pdf|100463|res_partner|2015-01-20|Cristina Torres|informe axesor ccaa 2013
86|/home/odoo_files/Customers/100463|INFORME_MERCANTIL_RC_MICROELECTRONICA_SA_2020-08-06.pdf|100463|res_partner|2020-11-04|Cristina Torres|axesor ccaa 2018
87|/home/odoo_files/Customers/100469|CARLOS_SILVA_SA.pdf|100469|res_partner|2014-10-23|Cristina Torres|informe axesor ccaa 2013
88|/home/odoo_files/Customers/100469|CARLOS_SILVA_SA (1).pdf|100469|res_partner|2015-12-02|Cristina Torres|informe axesor ccaa 2014
89|/home/odoo_files/Customers/100469|CARLOS_SILVA_S2015.pdf|100469|res_partner|2017-03-28|María Rey|informe axesor ccaa 2015
90|/home/odoo_files/Customers/100469|VALORACION PROVEEEDORES.PDF|100469|res_partner|2017-03-28|Núria Soler|VALORACION PROVEEDORES
91|/home/odoo_files/Customers/100469|valoracion proveedores 2019.PDF|100469|res_partner|2019-12-10|Núria Soler|VALORACION PROVEEDORES 2019
92|/home/odoo_files/Customers/100469|valoracion proveedores ultimo trimestre 2020.PDF|100469|res_partner|2020-12-23|Núria Soler|VALORACION PROVEEDORES 2020
93|/home/odoo_files/Customers/100495|Póliza 0502213239 _ ID 0080502439 _ ZIV GRID AUTOMA _ Referencia  _ País  ES _ IDS 0514544213 _ OGPWI.pdf|100495|res_partner|2016-02-22|Cristina Torres|ADELANTO CLAVEMAP
94|/home/odoo_files/Customers/100499|Póliza 0502213239 _ ID 0015909211 _ Z I V METERING  _ Referencia  _ País  ES _ IDS 0514544168 _ OGPWI.pdf|100499|res_partner|2016-02-22|Cristina Torres|adelanto clavemap
95|/home/odoo_files/Customers/100508|ARTEIXO_TELECOM_SA.pdf|100508|res_partner|2016-07-05|Cristina Torres|informe axesor ccaa 2014
96|/home/odoo_files/Customers/100508|ARTEIXO_TELECOM_SA_2015.pdf|100508|res_partner|2017-10-23|María Rey|Informe Axesor 2015
97|/home/odoo_files/Customers/100508|ARTEIXO BS+PyG 2016.pdf|100508|res_partner|2017-11-07|Cristina Torres|B.sitación + pyg 2016
98|/home/odoo_files/Customers/100508|ARTEIXOTELECOMSA.pdf|100508|res_partner|2019-01-30|Cristina Torres|informe axesor ccaa 2017
99|/home/odoo_files/Customers/100508|ARTEIXOTELECOM.pdf|100508|res_partner|2019-02-01|Cristina Torres|solicitud de crédito
100|/home/odoo_files/Customers/100508|ARTEIXOTELECOMSA (2018).pdf|100508|res_partner|2020-02-17|Alex Medialdea|informe axesor CCAA 2018
101|/home/odoo_files/Customers/100513|ADASOL_ELECTRONICA_SL.pdf|100513|res_partner|2014-08-29|Cristina Torres|informe axesor datos 2013
102|/home/odoo_files/Customers/100515|CORPORACIO_CATALANA_DE_MITJANS_AUDIOVISUALS_SA.pdf|100515|res_partner|2014-12-31|OdooBot|Informe Axesor ccaa 2013
103|/home/odoo_files/Customers/100518|MIER_COMUNICACIONES_SA.pdf|100518|res_partner|2014-03-06|Cristina Torres|informe axesor ccaa 2013
104|/home/odoo_files/Customers/100518|MIER_COMUNICACIONES_SA (1).pdf|100518|res_partner|2016-06-09|María Rey|Axesor 2014
105|/home/odoo_files/Customers/100518|15 Informe Auditoria 2015 Tryo consol.pdf|100518|res_partner|2016-06-29|Cristina Torres|TRYO AEROSPACE GRUPO CCAA CONSOLIDADAS
106|/home/odoo_files/Customers/100518|15 Informe de Auditoria 2015 MIER.pdf|100518|res_partner|2016-07-05|Cristina Torres|Informe auditoría CCAA 2015 MIER
107|/home/odoo_files/Customers/100518|TRYO_AEROSPACE_FLIGHT_SEGMENT_SA.pdf|100518|res_partner|2016-07-12|María Rey|TRYO_AEROSPACE_FLIGHT_SEGMENT_SA
108|/home/odoo_files/Customers/100524|FEDERAL_SIGNAL_VAMA_SA.pdf|100524|res_partner|2015-02-17|Cristina Torres|informe axesor ccaa 2012
109|/home/odoo_files/Customers/100538|FAINASCENSORESSA.pdf|100538|res_partner|2019-10-31|Cristina Torres|informe axesor 2017
110|/home/odoo_files/Customers/100541|DAVI_Y_COMPANIA_SL.pdf|100541|res_partner|2015-11-10|Cristina Torres|informe axesor ccaa 2012 (no hay más ejercicios visibles)
111|/home/odoo_files/Customers/100543|etra_investigacion_y_desarrollo_sa.pdf|100543|res_partner|2017-09-15|Cristina Torres|INFORME AXESOR CTAS 2015
112|/home/odoo_files/Customers/100543|ETRAINVESTIGACIONYDESARROLLOSA.pdf|100543|res_partner|2019-12-23|Alex Medialdea|INFORME AXESOR CCAA 2018
113|/home/odoo_files/Customers/100543|ETRA- MONOLITIC-Validador Autónomo ePass 2020-2023.pdf|100543|res_partner|2020-05-21|Elisabet Villa|NDA ETRA- MONOLITIC-Validador Autónomo ePass 2020-2023
114|/home/odoo_files/Customers/100561|SERAMELECTRONICASL.pdf|100561|res_partner|2018-04-13|María Rey|Información Axesor
115|/home/odoo_files/Customers/100561|SERAM ELECTRONICA 2017.pdf|100561|res_partner|2019-03-07|Alex Medialdea|Informe Axesor CCAA 2017
116|/home/odoo_files/Customers/100561|SERAM.pdf|100561|res_partner|2019-03-11|Cristina Torres|Solicitud crédito
117|/home/odoo_files/Customers/100562|FERRIN_ELECTRONICA_SL.pdf|100562|res_partner|2014-11-03|Cristina Torres|INFORME AXESOR CCAA 2013
118|/home/odoo_files/Customers/100562|FERRINELECTRONICASL.pdf|100562|res_partner|2019-10-09|Alex Medialdea|INFORME AXESOR CCAA 2018
119|/home/odoo_files/Customers/100562|FERRIN ELECTRONICA SL.pdf|100562|res_partner|2019-10-09|Alex Medialdea|SOLICITUD DE CRÉDITO
120|/home/odoo_files/Customers/100564|LABORATORIOSLECASL.pdf|100564|res_partner|2019-11-07|Alex Medialdea|INFORME AXESOR CCAA 2018
121|/home/odoo_files/Customers/100572|INFORME_MERCANTIL_AUTEL_SISTEMS_SL_2020-10-01.pdf|100572|res_partner|2020-11-04|Cristina Torres|axesor ccaa 2018
122|/home/odoo_files/Customers/100572|INFORME_MERCANTIL_AUTEL_SISTEMS_SL_2021-05-26.pdf|100572|res_partner|2021-05-27|Cristina Torres|axesor ccaa 2019
123|/home/odoo_files/Customers/100572|AUTEL PYG 102021.pdf|100572|res_partner|2021-12-01|Cristina Torres|PYG CLIENTE ENERO-OCT.21
124|/home/odoo_files/Customers/100573|INSELET_SA.pdf|100573|res_partner|2014-05-14|Cristina Torres|Informe axesor 22/04/14
125|/home/odoo_files/Customers/100573|INSELET SA.pdf|100573|res_partner|2014-05-14|Cristina Torres|Apertura cta. y solicitud de crédito comercial
126|/home/odoo_files/Customers/100573|INSELET_SA (1).pdf|100573|res_partner|2016-05-27|María Rey|Axesor CCAA2014
127|/home/odoo_files/Customers/100573|INSELET_SA_2015.pdf|100573|res_partner|2016-05-27|María Rey|Axesor 2015
128|/home/odoo_files/Customers/100573|INSELET_SA_2016.pdf|100573|res_partner|2017-02-01|María Rey|informe Axesor 2016
129|/home/odoo_files/Customers/100573|INSELETSA.pdf|100573|res_partner|2019-03-18|Alex Medialdea|informe Axesor 2017
130|/home/odoo_files/Customers/100593|ELAUSA LOGIN Y PASSWORD CONFIRMACIONES PEDIDOS.msg|100593|res_partner|2014-07-08|Núria Soler|LOGIN Y PASSWORD CONFIRMACIONES FECHAS
131|/home/odoo_files/Customers/100593|Comunicado Coronavirus 4 de Mayo .pdf|100593|res_partner|2020-05-05|Núria Soler|COMUNICACION VIERNES CERRADO HASTA NUEVO AVISO
132|/home/odoo_files/Customers/100604|2018 BS IUL.pdf|100604|res_partner|2019-05-31|Alex Medialdea|Balance Situación 2018
133|/home/odoo_files/Customers/100604|2018 PG IUL.pdf|100604|res_partner|2019-05-31|Alex Medialdea|PyG 2018
134|/home/odoo_files/Customers/100604|IUL NDA 2019.pdf|100604|res_partner|2019-09-16|Elisabet Villa|NDA IUL 2019-2024
135|/home/odoo_files/Customers/100604|INFORME_MERCANTIL_IUL_SA_2020-11-13.pdf|100604|res_partner|2020-11-13|Cristina Torres|INFORME AXESOR 2019
136|/home/odoo_files/Customers/100611|APARATOSDEMONETICAYCONTROLSL.pdf|100611|res_partner|2020-07-03|Cristina Torres|informe axesor ctas. 2018
137|/home/odoo_files/Customers/100631|Politica  MEDIOAMBIENTAL GRUPO AGUILERA 2016.pdf|100631|res_partner|2016-07-14|Núria Soler|CARTA POLITICA INTEGRADA DE GESTION DE CALIDAD, MEDIO AMBIENTE Y PRL
138|/home/odoo_files/Customers/100631|AGUILERA Requisitos ambientales 2017.pdf|100631|res_partner|2017-06-01|OdooBot|Requisitos medioambientales de proveedores y contratistas
139|/home/odoo_files/Customers/100631|AGULIERA Requisitos ambientales 2019.pdf|100631|res_partner|2017-06-01|Elisabet Villa|Requisitos medioambientales de proveedores 2019
140|/home/odoo_files/Customers/100634|TEMPEL_SA.pdf|100634|res_partner|2014-09-01|Cristina Torres|INFORME AXESOR
141|/home/odoo_files/Customers/100634|TEMPEL, S.A..pdf|100634|res_partner|2014-12-16|OdooBot|SOLITICUD DE CREDITO COMERCIAL
142|/home/odoo_files/Customers/100675|ZIP SISTEMAS SL.pdf|100675|res_partner|2019-02-20|Alex Medialdea|SOLICITUD DE CRÉDITO
143|/home/odoo_files/Customers/100675|ZIPSISTEMASSL.pdf|100675|res_partner|2019-02-20|Alex Medialdea|INFORME AXESOR CCAA 2017
144|/home/odoo_files/Customers/100684|Concesion credito SOLUNION.pdf|100684|res_partner|2018-08-02|Jordi Gutiérrez|Concesión credito SOLUNION
145|/home/odoo_files/Customers/100684|JCMTECHNOLOGIESSA.pdf|100684|res_partner|2018-08-02|Jordi Gutiérrez|Informe AXESOR CCAA 2016
146|/home/odoo_files/Customers/100684|JCM.pdf|100684|res_partner|2018-08-03|Núria Soler|SOLICITUD DE CREDITO COMERCIAL
147|/home/odoo_files/Customers/100688|AMPLIA IIOT proyecto con MACSA ID 26-6-2017.pdf|100688|res_partner|2017-07-04|OdooBot|NDA con AMPLIA IIOT para proyecto MACSA
148|/home/odoo_files/Customers/100692|MONTAJESYPROYECTOSELECTROTECNICOSSL.pdf|100692|res_partner|2019-05-02|Cristina Torres|INFORME AXESOR CTAS 2017
149|/home/odoo_files/Customers/100721|KOBOLDMESURASL.pdf|100721|res_partner|2019-06-20|Cristina Torres|informe axesor ccaa 2017
150|/home/odoo_files/Customers/100748|Servicio Industrial de Electronica SA.pdf|100748|res_partner|2020-09-30|Alex Medialdea|SOLICITUD DE CRÉDITO
151|/home/odoo_files/Customers/100748|SERVICIO_INDUSTRIAL_DE_ELECTRONICA_SA (2018).pdf|100748|res_partner|2020-09-30|Alex Medialdea|INFORME AXESOR CCAA 2018
152|/home/odoo_files/Customers/100767|MAPS 2012.pdf|100767|res_partner|2014-05-14|Cristina Torres|Ctas. anuales 2012
153|/home/odoo_files/Customers/100783|COEVA BARCELONA, S.A. -MODIFICACION FORMA DE PAGO-.pdf|100783|res_partner|2015-11-16|OdooBot|MODIFICACION FORMA DE PAGO
154|/home/odoo_files/Customers/100802|FRANCISCO ALBERO SA.pdf|100802|res_partner|2016-08-02|María Rey|informe Axesor
155|/home/odoo_files/Customers/100802|Risk Assessment IATF MONOLITIC.xlsx|100802|res_partner|2018-02-19|Núria Soler|EVALUACION RIESGO FINANCIERO FORMULARIO ENVIADO
156|/home/odoo_files/Customers/100802|FRANCISCO ALBERO SAU (FAE) EVALUACIÓN MEDIOAMBIENTAL.pdf|100802|res_partner|2018-07-04|Elisabet Villa|EVALUACION MEDIOAMBIENTAL
157|/home/odoo_files/Customers/100802|Carta_Comunicado_cambio_unicacion_almacén.pdf|100802|res_partner|2019-11-21|Núria Soler|CAMBIO ENTREGA DE MERCANCIA
158|/home/odoo_files/Customers/100816|SERVICOMPUT2012.pdf|100816|res_partner|2014-12-15|Cristina Torres|IS 2012
159|/home/odoo_files/Customers/100816|SERVICOMPUT2013.pdf|100816|res_partner|2014-12-15|Cristina Torres|IS 2013
160|/home/odoo_files/Customers/100816|SERVICOMPUT-Autorización venta ARGELIA.pdf|100816|res_partner|2015-01-26|Juan Carlos Vázquez|AUTORIZACIÓN VENTA ARGELIA
161|/home/odoo_files/Customers/100816|servicomput_sa.pdf|100816|res_partner|2017-12-13|Cristina Torres|axesor ccaa 2015
162|/home/odoo_files/Customers/100816|SERVICOMPUTSA.pdf|100816|res_partner|2018-10-18|Cristina Torres|INFORME AXESOR CCAA 2016
163|/home/odoo_files/Customers/100816|Model 200_2017 Servicomput.pdf|100816|res_partner|2018-10-29|Cristina Torres|mod. 200 2017
164|/home/odoo_files/Customers/100816|INFORME_MERCANTIL_SERVICOMPUT_SA_2020-11-12.pdf|100816|res_partner|2020-11-12|Cristina Torres|informe axesor ccaa 2019
165|/home/odoo_files/Customers/100841|cambio domiciliación bancaria tantal electrónica.pdf|100841|res_partner|2018-10-03|Alex Medialdea|CAMBIO CUENTA BANCARIA CLIENTE
166|/home/odoo_files/Customers/100842|CLAUTRONICSL.pdf|100842|res_partner|2019-07-22|Alex Medialdea|INFORME AXESOR CCAA 2017
167|/home/odoo_files/Customers/100842|CLAUTRONIC SL.pdf|100842|res_partner|2019-07-22|Alex Medialdea|SOLICITUD DE CRÉDITO
168|/home/odoo_files/Customers/100847|JMC_ELECTRONICA_SA.pdf|100847|res_partner|2015-09-09|Cristina Torres|INFORME AXESSOR CCAA 2013
169|/home/odoo_files/Customers/100849|FABRICACIONCOMPONENTESMOTOCICLETASSA.pdf|100849|res_partner|2019-07-31|Alex Medialdea|INFORME AXESOR CCAA 2017
170|/home/odoo_files/Customers/100849|FABRICACION COMPONENTES MOTOCICLETAS SAU.pdf|100849|res_partner|2019-07-31|Alex Medialdea|SOLICITUD DE CRÉDITO
171|/home/odoo_files/Customers/100858|SIMON_TECH_SL.pdf|100858|res_partner|2015-03-27|Cristina Torres|INFORME AXESOR CCAA 2013
172|/home/odoo_files/Customers/100867|MONTRONIC_VIC_SL (2019).pdf|100867|res_partner|2020-12-11|Alex Medialdea|INFORME AXESOR CCAA 2019
173|/home/odoo_files/Customers/100883|INFORME_MERCANTIL_AKO_ELECTROMECANICA_SAL_2020-07-13.pdf|100883|res_partner|2020-07-13|Cristina Torres|INFORME AXESOR CTAS. 2018
174|/home/odoo_files/Customers/100893|100893 SONDER carta cod.pago proveedores.pdf|100893|res_partner|2017-06-19|María Rey|Nuevo días de pago
175|/home/odoo_files/Customers/100893|SONDERREGULACIONSA.pdf|100893|res_partner|2018-10-15|Cristina Torres|INFORME DATOS CCAA 2016
176|/home/odoo_files/Customers/100898|FIOTO.doc|100898|res_partner|2020-02-10|Núria Soler|APERTURA
