"location_id"|"product_qty"|"product_code"|"product_lot_id"
"MONO/Stock"|"1"|"CORE-I7-29/7700T"|""
"DEP/Stock"|"1"|"CORE-I7-36/7700"|""
"MONO/Stock"|"2"|"CORE-I7-4-4790S"|""
"MONO/Stock"|"1"|"CORE-I7-6700"|""
"MONO/Stock/Dotación"|"7"|"CP290-CUTTER"|""
"MONO/Stock"|"64"|"CP290-HRS-BL-GCA-12V"|""
"MONO/Stock/Dotación"|"2"|"CP324HRS-FL-GCA"|""
"DEP/Stock"|"4"|"CRDTA3G0250LW-Z1"|""
"MONO/Stock"|"54"|"CU3A-610BA"|""
"MONO/Stock"|"1"|"CX24"|""
"MONO/Stock/Dotación"|"7"|"DA-12-V"|""
"MONO/Stock/Dotación"|"1"|"DAC-1602-OLED-LIKE"|""
"MONO/Stock/Dotación"|"1"|"DAC-DEPG0154B01"|""
"DEP/Stock"|"3"|"DAC-DEPG0154B01"|""
"MONO/Stock/Dotación"|"1"|"DAC-DEPG0213R01"|""
"DEP/Stock"|"2"|"DAC-DEPG0213R01"|""
"MONO/Stock"|"2"|"DAC-DEPG0290B01"|""
"DEP/Stock"|"1"|"DAC-DEPG0290B01"|""
"MONO/Stock/Dotación"|"1"|"DAC-DEPG0420A01"|""
"DEP/Stock"|"3"|"DAC-DEPG0420A01"|""
"MONO/Stock"|"1"|"DAC-DEPG0420R01"|""
"MONO/Stock/Dotación"|"1"|"DAC-DEPG0420R01"|""
"DEP/Stock"|"2"|"DAC-DEPG0420R01"|""
"DEP/Stock"|"1"|"DAC-DMT80600T080_15WT"|""
"MONO/Stock/Dotación"|"1"|"DAC-G070VW01RTPC070W"|""
"MONO/Stock/Dotación"|"1"|"DAC-HALF-SUN-LIGHT-READABLE-43"|""
"DEP/Stock"|"1"|"DAC-JH07WLPNT"|""
"MONO/Stock/Dotación"|"1"|"DAC-PH102600T004-IBA01"|""
"MONO/Stock/Dotación"|"2"|"DAC-PH128800T004-ZFC"|""
"MONO/Stock/Dotación"|"1"|"DAC-PH320240T-006-35"|""
"MONO/Stock/Dotación"|"1"|"DAC-PH320240T-009-57"|""
"MONO/Stock/Dotación"|"1"|"DAC-PH480272T-001-43"|""
"MONO/Stock/Dotación"|"1"|"DAC-PH480272T006IBF"|""
"MONO/Stock/Dotación"|"1"|"DAC-PH640480T-003-57"|""
"MONO/Stock/Dotación"|"1"|"DAC-PH800480-007-7"|""
"DEP/Stock"|"1"|"DAC-PH800480T013IDD01"|""
"MONO/Stock/Dotación"|"1"|"DAC-PH800480T013-IHC08"|""
"DEP/Stock"|"1"|"DAC-PH800480T024"|""
"MONO/Stock/Dotación"|"1"|"DAC-RTPC101W60-USB-HDMI"|""
"MONO/Stock/Dotación"|"1"|"DAC-RTPC150-A60BC1-U"|""
"DEP/Stock"|"1"|"DAC-T5043-DWIN-CPU"|""
"MONO/Stock/Dotación"|"1"|"DAC-TBRC-121PAL-U"|""
"MONO/Stock/Dotación"|"1"|"DAC-TFT-28"|""
"MONO/Stock"|"1"|"DAS-DMT48270T043_18WT"|""
"MONO/Stock"|"1"|"DAS-KITCABLESI2C-USB"|""
"MONO/Stock"|"1"|"DAS-M-CM39-NEWFRAME"|""
"MONO/Stock"|"1"|"DAS-MI1010Z1T-5CP4"|""
"MONO/Stock"|"1"|"DAS-MUESTRAS-GLASS-UV-IR"|""
"MONO/Stock"|"1"|"DAS-P32240J28C_T01"|""
"MONO/Stock"|"3"|"DAS-P48272V43C_T30"|""
"MONO/Stock"|"1"|"DAS-PG14424LRU-XVAHP1Q_003"|""
"MONO/Stock"|"1"|"DAS-PH128800T00-ESPEJO"|""
"MONO/Stock"|"1"|"DAS-PH320240T023-IHA14"|""
"MONO/Stock"|"2"|"DAS-PH480272T005-IHF01"|""
"MONO/Stock"|"2"|"DAS-PH480272T005-IHF02"|""
"MONO/Stock"|"1"|"DAS-PROCULUS-P64480V5"|""
"DEP/Stock"|"1"|"DAS-PVC-G070VW01DVI"|""
"MONO/Stock"|"1"|"DAS-QP070WVGA0TMTU1D"|""
"MONO/Stock"|"1"|"DAS-RFF500E-AWH-DNN"|""
"DEP/Stock"|"1"|"DAS-RFF50XB-1IW-DHS"|""
"MONO/Stock"|"1"|"DAS-RFS390Q-EIW-DBN"|""
"MONO/Stock"|"1"|"DAS-SMART-TFT-POWERTIP"|""
"DEP/Stock"|"1"|"DAS-SMART-TFT-POWERTIP"|""
"MONO/Stock"|"2"|"DAS-TIRALED-COB-6500K"|""
"DEP/Stock"|"3"|"DAS-TIRALED-COB-6500K"|""
"DEP/Stock"|"1"|"DAS-UC-1602ASWEG01-OLED"|""
"MONO/Stock"|"1"|"DAT-37-292-1"|""
"MONO/Stock"|"1"|"DAT-39-292-1"|""
"MONO/Stock"|"7"|"DC1M-08GD71AW1QB"|""
"MONO/Stock"|"2"|"DC1M-08GD71AW1QB-SAT"|""
"MONO/Stock"|"1"|"DCDC-USB-100W"|""
"MONO/Stock/Dotación"|"1"|"DCG-BBP33-EU-LM"|""
"MONO/Stock/Dotación"|"1"|"DCG-BMP21"|""
"MONO/Stock/Dotación"|"1"|"DCG-BMP51"|""
"MONO/Stock/Dotación"|"1"|"DCG-BMP71"|""
"MONO/Stock/Dotación"|"1"|"DCG-BPPRECISIONPLUS"|""
"MONO/Stock/Dotación"|"1"|"DCG-CALEX-SC1"|""
"MONO/Stock/Dotación"|"1"|"DCG-CP290HRS"|""
"MONO/Stock/Dotación"|"1"|"DCG-CP324HRS"|""
"MONO/Stock"|"1"|"DCG-GASSENSOR"|""
"DEP/Stock"|"3"|"DCG-GASSENSOR"|""
"MONO/Stock/Dotación"|"1"|"DCG-GEEPLUS-SC1"|""
"MONO/Stock/Dotación"|"1"|"DCG-GEEPLUS-SC2"|""
"DEP/Stock"|"1"|"DCG-GEPOWER"|""
"MONO/Stock/Dotación"|"1"|"DCG-IP300"|""
"MONO/Stock/Dotación"|"1"|"DCG-LOTO"|""
"MONO/Stock/Dotación"|"1"|"DCG-MCP7821"|""
"MONO/Stock/Dotación"|"3"|"DCG-MCP7830"|""
"MONO/Stock/Dotación"|"1"|"DCG-MCP7870"|""
"MONO/Stock"|"1"|"DCG-MKL2PRINTER"|""
"MONO/Stock"|"1"|"DCG-MKL3PRINTER"|""
"MONO/Stock"|"2"|"DCG-N2P-SAMPLECASE"|""
"DEP/Stock"|"1"|"DCG-SME-LEVELSENSOR"|""
"MONO/Stock/Dotación"|"1"|"DCG-WDE24-2"|""
"MONO/Stock/Dotación"|"1"|"DDR-2JDK0201A-A28"|""
"MONO/Stock"|"1"|"DDR-RUT9507410K0"|"07403012"
"MONO/Stock"|"10"|"DECFA-32GM41BW1DC-SAT"|""
"MONO/Stock"|"1"|"DEL-CLOUDRS232-WIFI"|""
"MONO/Stock"|"1"|"DEL-CLOUDTELEMATIC"|""
"MONO/Stock"|"5"|"DEL-FS3528W1"|"20181010L01"
"MONO/Stock"|"150"|"DEL-FS3528W-WP"|"20160104L01"
"MONO/Stock"|"14"|"DEL-FS3528W-WP"|"20151021L01"
"MONO/Stock"|"5"|"DEL-FS3528W-WP"|"20150929L01"
"MONO/Stock"|"2"|"DEL-FS3528W-WP"|"20150907L01"
"MONO/Stock"|"40"|"DEL-FS3528WW-WP"|"20160527L01"
"MONO/Stock"|"1"|"DEL-FS3528WW-WP"|"20160303L01"
"MONO/Stock"|"26"|"DEL-FS3528WW-WP"|"20151104L01"
"MONO/Stock"|"1"|"DEM24-32GM41BW1DC"|""
"MONO/Stock"|"1"|"DEM24-64GDK1GC1SL"|""
"MONO/Stock"|"1"|"DEM28-32GM41BC1DC"|""
"MONO/Stock/Dotación"|"3"|"DEMSM-08GD07SW1SC"|""
"MONO/Stock"|"311"|"DEMSM-32GM41BW1DC"|""
"MONO/Stock"|"1"|"DEMSM-32GM41BW1DC-SAT"|""
"MONO/Stock"|"60"|"DEMSM-64GDK1EW1DF"|""
"MONO/Stock"|"1"|"DEMSM-A28DK1EC1DF"|""
"MONO/Stock"|"1"|"DEMSM-A28DK1EW1DF"|""
"DEP/Stock"|"1"|"DEMSM-A28DK1EW1DF"|""
"MONO/Stock"|"196"|"DEMSR-32GD06SW2QC"|""
"DEP/Stock"|"1"|"DEMSR-32GD06SW2QC"|""
"MONO/Stock"|"10"|"DEMSR-32GM41BC1DC"|""
"DEP/Stock"|"1"|"DEMSR-64GD09BC2DC"|""
"MONO/Stock"|"1"|"DEMSR-64GD72SWAQN"|""
"MONO/Stock"|"100"|"DEMSR-64GDK1EC1DF"|""
"MONO/Stock/Restitución"|"1"|"DEMSR-64GM41BC1DC"|""
"DEP/Stock"|"1"|"DEMSR-A28DK1GC1DL"|""
"MONO/Stock"|"2"|"DEPG0154B01"|""
"MONO/Stock"|"2"|"DEPG0290BNS75AF0"|""
"MONO/Stock/Dotación"|"1"|"DES25-32GD09BW1DC"|""
"MONO/Stock"|"40"|"DES25-C12DK1GW3QL"|""
"MONO/Stock"|"1"|"DESARROLLO-PC-MONO"|""
"MONO/Stock"|"1"|"DES-CHASIS-PPC-101/OUT"|""
"MONO/Stock"|"8"|"DESDM-16GE21SEASK"|""
"MONO/Stock/Restitución"|"1"|"DESMH-08GD09SW1SC-SAT"|""
"MONO/Stock"|"2"|"DESML-64GD08BW1DC"|""
"MONO/Stock"|"1"|"DESSC-32GM41BW1SCA"|""
"MONO/Stock/Dotación"|"6"|"DESSV-32GM41BW1SCA"|""
"MONO/Stock"|"7"|"DESSV-32GM41SWADBA-T29"|""
"MONO/Stock/SAT"|"3"|"DESSV-32GM41SWADBA-T29"|""
"MONO/Stock"|"2"|"DFA-CRD"|""
"DEP/Stock"|"2"|"DFA-CRD"|""
"DEP/Stock"|"1"|"DFA-DESARROLLO-CRD"|""
"MONO/Stock/Delegación Vallcarca"|"12"|"DFA-SAMPLE_BOX"|""
"MONO/Stock"|"22"|"DGS25-A28M71EC3QF"|""
"MONO/Stock"|"2382"|"DIF-PRECIO-ALLEGRO"|""
"MONO/Stock"|"14"|"DIF-PRECIO-BRADY"|""
"MONO/Stock"|"1"|"DIF-PRECIO-POWERTIP"|""
"MONO/Stock"|"2010"|"DIF-PRECIO-TRADE"|""
"MONO/Stock"|"4"|"DIMM-2GB/DDR3/1066/I"|""
"MONO/Stock/SAT"|"1"|"DIMM-2GB/DDR3/1066/I"|""
"MONO/Stock"|"3"|"DIMM-2GB/DDR3/1333KIN"|""
"MONO/Stock"|"1"|"DIMM-8GB/D3/1066/I"|""
"MONO/Stock"|"5"|"DIMM-8GB/DDR4/2400/CR"|""
"MONO/Stock"|"195"|"DIN-RAIL-HOOK"|""
"MONO/Stock/Dotación"|"22"|"DIP05-1B72-19L"|""
"DEP/Stock"|"1"|"DJG-UR32L00EW"|""
"MONO/Stock"|"1"|"DJG-UR35L00EW"|""
"MONO/Stock"|"10"|"DK-EVAL-04A"|""
"MONO/Stock"|"5"|"DL-100TM485-CR"|""
"MONO/Stock"|"250"|"DLC0700MIG"|""
"MONO/Stock/Restitución"|"745"|"DLC1040AMG-T"|""
"MONO/Stock"|"2"|"DLC1040AMG-T-AMT"|""
"MONO/Stock/Dotación"|"1"|"DLC-CG0112-11938-KIT"|""
"DEP/Stock"|"1"|"DLC-CG0112-11938-KIT"|""
"MONO/Stock/Dotación"|"1"|"DLC-RUT955LTE"|"1102041277"
"MONO/Stock/Delegación Vallcarca"|"1"|"DLD1015-ANB-Q01-ROOM"|""
"MONO/Stock/Delegación Vallcarca"|"1"|"DLD1568-INB-Q01-ROOM"|""
"MONO/Stock/Delegación Vallcarca"|"1"|"DLD1968-UNB-G5-ROOM"|""
"MONO/Stock/Delegación Vallcarca"|"1"|"DLD4309-BNB-Q01-ROOM"|""
"MONO/Stock/Delegación Vallcarca"|"1"|"DLF1015-ANN-A01-ROOM"|""
"MONO/Stock/Delegación Vallcarca"|"1"|"DLF1568-INN-A01-ROOM"|""
"MONO/Stock"|"132"|"DLF1825-ENN-A11"|""
"MONO/Stock"|"90"|"DLF1825-ENN-A11-SAT"|""
"DEP/Stock"|"1"|"D-LF-EQUIPO-CONECTADO"|""
"MONO/Stock/Delegación Vallcarca"|"1"|"DLH1015-ANN-Q01-ROOM"|""
"MONO/Stock/Delegación Vallcarca"|"1"|"DLH1568-INN-Q01-ROOM"|""
"MONO/Stock"|"2"|"DM-F15A/R-R40"|""
"MONO/Stock"|"1"|"DM-F19A/PC-R20"|""
"MONO/Stock"|"2"|"DM-F-COMKIT-R10"|""
"MONO/Stock"|"1"|"DMG80480C043-02WTR"|""
"MONO/Stock/SAT"|"1"|"DMT48270M043_06WT"|""
"MONO/Stock"|"42"|"DMT64480S057_03WT"|""
"MONO/Stock/Dotación"|"1"|"DRR-KIT-NANOPI-M3CS-16GB"|""
"MONO/Stock/Dotación"|"1"|"DRR-KIT-NANOPI-T3CS-16GB"|""
"MONO/Stock/Dotación"|"1"|"DRR-PB9-104BSW5R4CF8-PCAP"|""
"MONO/Stock"|"1"|"DRR-PB9-185CV052R1F8PCAP"|""
"MONO/Stock/Dotación"|"1"|"DRR-PB9185N26R2CF8-1000-TR"|""
"MONO/Stock/Dotación"|"1"|"DRR-PB9185N26R2CF8-450-TR"|""
"DEP/Stock"|"1"|"DRR-PC9-MITXNF81T56NR4MS64"|""
"MONO/Stock/Dotación"|"1"|"DRR-RDS-1210-0002"|""
"MONO/Stock/Dotación"|"1"|"DRR-RTC-600ATADWBGHR5101"|""
"MONO/Stock/Dotación"|"1"|"DRR-RTC-700CTAWBGH1201"|""
"MONO/Stock/Dotación"|"1"|"DRR-RTC-700MTADWBGHR5101"|""
"MONO/Stock/Dotación"|"1"|"DRR-TF-RDS-0310-0002"|""
"MONO/Stock/Dotación"|"832"|"DS-05-V"|""
"MONO/Stock"|"2"|"DS-START-04"|""
"MONO/Stock"|"6000"|"DTS-63N-V"|""
"MONO/Stock"|"31100"|"DTSM-63N-V-T+R"|""
"MONO/Stock/Dotación"|"2"|"DTSMW-66N-V"|""
"MONO/Stock"|"2"|"DVD-RW-SATA/SLIM/LITEON"|""
"MONO/Stock"|"1"|"DVD-RW-SLIM/SATA/LT8AB"|""
"MONO/Stock"|"250"|"EC21EFA-512-STD"|"R06A04M4G"
"DEP/Stock"|"1"|"EC21EFATEA-512-STD"|"R06A01M4G"
"MONO/Stock"|"1"|"EC25EFA-512-STD"|""
"MONO/Stock"|"1"|"EC25EFATEA-512-STD"|"R06A03M4G"
"MONO/Stock"|"2"|"ECA-HDD-KIT-R10"|""
"MONO/Stock"|"1"|"ECN-360A-ULT3-C/4G-R10-MNL"|""
"MONO/Stock"|"5"|"ECP2312-HRS+"|""
"MONO/Stock/Restitución"|"1"|"ECP2324-HRS-KIOSK-FW110-SAT"|"9042020242500024"
"MONO/Stock"|"10"|"ECP3324-HRS+KIOSK"|""
"MONO/Stock"|"50"|"EG21GGB-128-SGNS"|""
"MONO/Stock"|"20"|"EG25GGC-MINIPCIE"|""
"MONO/Stock"|"1"|"EGPL-G102-C1"|""
"MONO/Stock"|"2"|"EK-S76GXB"|""
"DEP/Stock"|"1"|"EK-S76GXB"|""
"MONO/Stock"|"1"|"EK-S76SXB"|""
"DEP/Stock"|"1"|"EK-S76SXB"|""
"MONO/Stock/Dotación"|"3"|"ELAT-28-747-W"|""
"MONO/Stock"|"2"|"ELAT-9-747W-10"|""
"MONO/Stock"|"43"|"EL-CP1250"|""
"MONO/Stock"|"20"|"EL-FS3528B1"|"20150622L01"
"MONO/Stock"|"16"|"EL-FS3528W1"|"20140508L01"
"MONO/Stock"|"15"|"EL-FS3528W1"|"20140401L01"
"MONO/Stock"|"20"|"EL-FS3528W-24-WP"|"20211103L01"
"MONO/Stock"|"20"|"EL-FS3528W-24-WP"|"20210730L01"
"MONO/Stock"|"17"|"EL-FS3528WW1-WP"|"20140522L01"
"MONO/Stock"|"30"|"EL-FS3528W-WP"|"20160713L01"
"MONO/Stock"|"3"|"EL-FS3528W-WP"|"20150708L01"
"MONO/Stock"|"9"|"EL-FS3528W-WP"|"20150609L01"
"MONO/Stock"|"1"|"EL-FS3528W-WP"|"20141127L01"
"MONO/Stock"|"31"|"EL-FS3528WW-WP"|"20140626L01"
"MONO/Stock"|"4"|"EL-FS3528WW-WP"|"20140401L01"
"MONO/Stock"|"1"|"EL-FS3528WW-WP"|"20140318L01"
"MONO/Stock"|"1"|"EL-FS3528WW-WP"|"20131114L01"
"MONO/Stock"|"5"|"EL-FS50RB1-WP"|"20200904L01"
"MONO/Stock"|"20"|"EL-FS50RB-WP"|"20211020L01"
"MONO/Stock"|"30"|"EL-FS50RB-WP"|"20210908L01"
"MONO/Stock"|"70"|"EL-FS50W1-24-WP"|"20160323L01"
"MONO/Stock"|"6"|"EL-FS50W1-24-WP"|"20150421L01"
"MONO/Stock"|"35"|"EL-FS50W1-WP"|"20160316L01"
"MONO/Stock"|"1"|"EL-FS50W1-WP"|"20150313L01"
"MONO/Stock"|"1"|"EL-FS50W-24-WP"|"20150604L01"
"MONO/Stock"|"4"|"EL-FS50W-24-WP"|"20150421L01"
"MONO/Stock"|"1"|"EL-FS50WW1-WP"|"20150629L01"
"MONO/Stock"|"200"|"EL-FS50W-WP"|"20211103L01"
"MONO/Stock"|"40"|"EL-FS50W-WP"|"20210922L01"
"MONO/Stock/Dotación"|"2"|"ELM215-LV"|""
"MONO/Stock"|"1"|"ELO-TOUCH15/5W-SAT"|""
"MONO/Stock"|"1045"|"EM-02-V"|""
"MONO/Stock"|"1"|"EM300-MCS-868M"|"6136B05453943106"
"MONO/Stock"|"1"|"EM300-MCS-868M"|"6136B05264353108"
"MONO/Stock"|"1"|"EM300-MCS-868M"|"6136B05255173103"
"MONO/Stock"|"1"|"EM300-MCS-868M"|"6136B05266893104"
"MONO/Stock"|"1"|"EM300-MCS-868M"|"6136B05253353108"
"MONO/Stock"|"1"|"EM300-MCS-868M"|"6136B05264613108"
"MONO/Stock"|"1"|"EM300-MCS-868M"|"6136B05570103104"
"MONO/Stock"|"1"|"EM300-SLD-868M"|"6136B05261612205"
"MONO/Stock"|"1"|"EM300-SLD-868M"|"6136B05980462203"
"MONO/Stock"|"1"|"EM300-SLD-868M"|"6136B05256312205"
"MONO/Stock"|"1"|"EM300-SLD-868M"|"6136B05926522203"
"MONO/Stock"|"1"|"EM300-SLD-868M"|"6136B05945852205"
"MONO/Stock"|"1"|"EM300-TH-868M"|"6136A47605771003"
"MONO/Stock"|"1"|"EM300-TH-868M"|"6136A47600491009"
"MONO/Stock"|"1"|"EM300-TH-868M"|"6136A47587681003"
"MONO/Stock"|"1"|"EM300-TH-868M"|"6136A47604711003"
"MONO/Stock"|"1"|"EM300-TH-868M"|"6136A47599821006"
"MONO/Stock"|"1"|"EM300-TH-868M"|"6136A47600781003"
"MONO/Stock"|"1"|"EM300-TH-868M"|"6136A47608561006"
"MONO/Stock"|"1"|"EM300-TH-868M"|"6136A47589141006"
"MONO/Stock"|"1"|"EM300-TH-868M"|"6136A47594381003"
"MONO/Stock"|"1"|"EM300-TH-868M"|"6136B05960031007"
"MONO/Stock"|"1"|"EM300-TH-868M"|"6136B05708711008"
"MONO/Stock"|"1"|"EM300-TH-868M"|"6136B05708091004"
"MONO/Stock"|"1"|"EM300-TH-868M"|"6136B25725101004"
"MONO/Stock"|"1"|"EM300-TH-868M"|"6136B05733111008"
"MONO/Stock"|"1"|"EM300-TH-868M"|"6136B05752781003"
"MONO/Stock"|"1"|"EM300-TH-868M"|"6136B05961441006"
"MONO/Stock"|"1"|"EM300-TH-868M"|"6136B05952261006"
"MONO/Stock"|"1"|"EM300-TH-868M"|"6136B05711761006"
"MONO/Stock"|"1"|"EM300-TH-868M"|"6136B05730991004"
"DEP/Stock"|"1"|"EM300-TH-868M"|"6136B05966651008"
"MONO/Stock"|"1"|"EM300-ZLD-868M"|"6136B14085462106"
"MONO/Stock"|"1"|"EM300-ZLD-868M"|"6136B14137332102"
"MONO/Stock"|"1"|"EM300-ZLD-868M"|"6136B14141402104"
"MONO/Stock"|"1"|"EM300-ZLD-868M"|"6136B14075902104"
"MONO/Stock"|"1"|"EM300-ZLD-868M"|"6136B14111632107"
"MONO/Stock"|"1"|"EM300-ZLD-868M"|"6136B14118962106"
"MONO/Stock"|"1"|"EM300-ZLD-868M"|"6136B14090582103"
"MONO/Stock"|"1"|"EM300-ZLD-868M"|"6136B14096252108"
"MONO/Stock"|"1"|"EM300-ZLD-868M"|"6136B14083292104"
"MONO/Stock/Dotación"|"1"|"EM3870"|""
"MONO/Stock"|"1"|"EM500-SMT-EC5-868"|"6126A21877700031"
"MONO/Stock"|"1"|"EM500-SMT-EC5-868"|"6126A23242330034"
"MONO/Stock"|"1"|"EM500-SMT-EC5-868"|"6126A24562280030"
"MONO/Stock"|"1"|"EM500-SMT-EC5-868"|"6126A21915260033"
"DEP/Stock"|"1"|"EM500-SMT-EC5-868"|"6126A21465360038"
"MONO/Stock/Dotación"|"2"|"EM5042"|""
"MONO/Stock"|"2"|"EM7160"|""
"MONO/Stock/Dotación"|"1"|"EM8100S"|""
"MONO/Stock/Dotación"|"1"|"EMB-BSW1-A10-3710-HHL"|""
"DEP/Stock"|"1"|"EMB-BT1-A21-1900-MS"|""
"DEP/Stock"|"1"|"EMB-BT1-A22-3845-MS"|""
"MONO/Stock"|"10"|"EMB-BT1-A30-3845-MS"|""
"MONO/Stock"|"1"|"EMB-BT1-A30-3845-MS-SAT"|""
"MONO/Stock/Dotación"|"5"|"EMB-H81A-A10-MS"|""
"MONO/Stock/Dotación"|"3"|"EMB-H81B-A10"|""
"MONO/Stock"|"39"|"EMPV-1201-C1"|""
"DEP/Stock"|"1"|"EP06ELA-512-SGA"|"Q1-A1891"
"MONO/Stock"|"1"|"EPIC-BT07-A10-0004"|""
"MONO/Stock"|"10"|"ER26500M-N"|""
"MONO/Stock"|"103"|"ESCUADRA-AUTOFUEL-NOTOUCH"|""
"MONO/Stock"|"2"|"ESP_EYE"|""
"MONO/Stock"|"1"|"ESP32-LYRAT"|""
"MONO/Stock"|"4"|"ESP32-LYRATD-MSC"|""
"MONO/Stock"|"12"|"ESP32-PICO-KIT"|""
"MONO/Stock"|"50"|"ESP32-SOLO-1_HIGHTEMP"|""
"MONO/Stock"|"787"|"ESP32-WROOM-32E"|""
"MONO/Stock"|"2.600"|"ESP32-WROOM-32E_16MB"|"V.3.0.7"
"MONO/Stock"|"650"|"ESP32-WROOM-32E_16MB"|"202129-000170-174"
"MONO/Stock"|"650"|"ESP32-WROOM-32E_16MB"|"202129-000170-173"
"MONO/Stock"|"650"|"ESP32-WROOM-32E_16MB"|"202129-000170-172"
"MONO/Stock"|"650"|"ESP32-WROOM-32E_16MB"|"202129-000170-171"
"MONO/Stock"|"650"|"ESP32-WROOM-32E_16MB"|"202129-000170-170"
"MONO/Stock"|"650"|"ESP32-WROOM-32E_16MB"|"202129-000799"
"MONO/Stock"|"650"|"ESP32-WROOM-32E_16MB"|"202129-000567"
"MONO/Stock"|"650"|"ESP32-WROOM-32E_16MB"|"202129-000565"
"MONO/Stock"|"650"|"ESP32-WROOM-32E_16MB"|"202129-000564"
"MONO/Stock"|"1300"|"ESP32-WROOM-32U_16MB"|""
"MONO/Stock"|"3250"|"ESP32-WROVER-B_16MB"|""
"MONO/Stock"|"4"|"ESP8266-DEVKITC-02U-F"|""
"MONO/Stock"|"4"|"ESP-LAUNCHER"|""
"MONO/Stock"|"14002"|"ESP-WROOM-02D"|"V.3.0.3"
"MONO/Stock/SAT"|"450"|"ESP-WROOM-02D"|"V.2.2.1"
"MONO/Stock"|"2"|"ESP-WROVER-KIT"|""
"MONO/Stock"|"2"|"ET-7052 CR"|""
"MONO/Stock"|"3889"|"ETIQ-EFI-ILED"|""
"DEP/Stock"|"9"|"ETIQ-EFI-ILED"|""
"MONO/Stock"|"1"|"EVBSFM10R1"|""
"MONO/Stock/Dotación"|"1"|"EVK-STD-CARRIER"|"3617MSD10277"
"MONO/Stock"|"2"|"EXPI9402PTBLK"|""
"MONO/Stock"|"1"|"FB028"|""
"MONO/Stock"|"60"|"FCC1015A"|""
"MONO/Stock"|"3"|"FG28X5R1H105KRT00"|""
"MONO/Stock"|"209"|"FGC-5-M3"|""
"MONO/Stock"|"4"|"FILTRO-3M/TFT185/E"|""
"MONO/Stock"|"1"|"FL-ADT0185L081-01"|""
"MONO/Stock"|"14000"|"FP-3535NW-BCP-DS"|""
"MONO/Stock"|"3"|"FPK-10-R10"|""
"MONO/Stock/Dotación"|"1"|"FRONTAL-7589"|""
"MONO/Stock"|"1"|"FRONTAL-ALUMINIO-CVI"|""
"MONO/Stock"|"20"|"FRONTAL-HELIX"|""
"MONO/Stock"|"9"|"FRONTAL-KITTFT7/INDRA"|""
"MONO/Stock"|"105"|"FRONTAL-KITTFT7/INDRA/A4"|""
"MONO/Stock"|"1"|"FT101V40M400W1G8GCAP"|"101PC3550"
"MONO/Stock"|"1"|"FT101V40M400W1G8GCAP"|"101PC3551"
"MONO/Stock"|"1"|"FT101V40M400W1G8GCAP"|"101PC3552"
"MONO/Stock"|"1"|"FT101V40M400W1G8GCAP"|"101PC3553"
"MONO/Stock"|"1"|"FT101V40M400W1G8GCAP"|"101PC3554"
"MONO/Stock"|"1"|"FT101V40M400W1G8GCAPSB"|"101PC172490"
"MONO/Stock"|"7"|"FT10TMB"|""
"MONO/Stock/Dotación"|"1"|"FT10WJ1900W4G64GCAP"|""
"MONO/Stock"|"1"|"FT10WTMBCAP8-36V"|"101TMCAP17480"
"MONO/Stock"|"1"|"FT10WTMBCAP8-36V"|"101TMCAP17481"
"MONO/Stock"|"1"|"FT10WTMBCAP8-36V"|"101TMCAP17482"
"MONO/Stock"|"1"|"FT10WTMBCAP8-36V"|"101TMCAP17860"
"MONO/Stock/Dotación"|"1"|"FT15TMIP65"|""
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21004958"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21004961"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020839"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020838"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020837"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020836"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020835"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020834"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020833"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020832"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020831"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020830"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020829"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020828"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020827"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020826"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020825"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020824"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020823"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020822"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020821"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020820"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020819"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020818"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020817"
"MONO/Stock"|"1"|"FT215TMCAPOFHBOB"|"21020816"
